GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
F47E127D-E4EE-8236-3076-24BB6DC5F835;Женские проблемы: молочница;MGgpXTSqF3A;;;;;;;;;
2C415E59-1717-9B9C-7789-2D054F29C966;Как пробить заложенный нос;;;;;;;;;;
3DE1227A-97AD-F260-27BE-B53A67538D07;Домашние средства от солнечных ожогов;rZqKBgROvcE;;;;;;;;;
D4CEB9AB-5D40-FC6E-F437-7A27179B3EB9;Средства от синдрома беспокойных ног;UUkF1VxVbZk;;;;;;;;;
45B7FEBA-ADBA-C4EF-39EF-8D6F237FDF4E;Мужские проблемы;KiU4UwfnueU;;;;;;;;;
28B6FE4A-A363-9490-FA67-9F96780F7193;Домашние средства от молочницы;BHQ0bWD141I;;;;;;;;;
433AE3A0-1F44-3B54-9D92-10422134DCBC;Домашние средства при ветрянке;;;;;;;;;;
2818C4D1-5896-934D-CAF1-43D04E171DE6;Профилактика сердечной недостаточности;;;;;;;;;;
7990C7ED-0A00-C15C-E987-3FE13F1BED4A;Домашние средства от трещин на пятках;saLhSlNV1YU;;;;;;;;;
D25A934D-9304-603C-C645-CC96EF7FD327;Медикаментозное лечение эрозии шейки матки;;;;;;;;;;
AF622150-4BCD-8C5F-2B6D-4FA47E4C9808;Диагностика и лечение бронхита;9nt0xYL1vhw;;;;;;;;;
158B0FAA-FA59-3808-2E47-851E5734CE14;Как избавиться от недержания;vm1nc4haNiM;;;;;;;;;
E8D7CCEF-D85F-BF6D-F9DD-F8A7F12D72DF;Побочные эффекты лазерной коррекции зрения;;;;;;;;;;
0FB67CD1-28C3-E445-E06A-CB966E4730D9;Медицинские показания к применению лазерной очистки крови;;;;;;;;;;
6E5876C7-1616-F2DD-481B-EEF90CDC1417;Лечение анальных трещин народными средствами;;;;;;;;;;
13212357-C8EB-BA02-0819-E48AA454D1D1;Как закодировать наркомана;;;;;;;;;;
03A89E6E-9D40-600D-3574-78A477F8DB56;Лечение народными средствами: мнение врачей;;;;;;;;;;
9703B08E-3E09-0AF1-59C0-BE88714F657B;Одна таблетка убьёт молочницу! Это правда?;;;;;;;;;;
56630FD2-F871-1F19-4A08-58DD3ACF5B0E;Как исцелиться от рака;imyQM0HjYrI;;;;;;;;;
7F5B9910-CB21-98F4-B7E9-7585064D843D;Как сохранить сосуды;CjlbKGLFlxE;;;;;;;;;
D01BD8C8-E04F-538F-24D5-E9F3D404DF84;Как пить желчегонный сбор;#NAME?;;;;;;;;;
49A8020D-255D-1255-7298-F2BB7DFCCBBB;Лекарственные средства для лечения алкоголизма;;;;;;;;;;
F4AFDBF4-5255-164B-E4AE-46CEDAE173C2;Как избавиться от заедов в уголках губ;;;;;;;;;;
50A326B8-26F7-9BB1-25AF-4E0D086DD394;Как предотвратить рассеянный склероз;;;;;;;;;;
E1B29FCC-9623-AEC5-E733-48BC20A1FDED;Восстановление после операции на венах;;;;;;;;;;
6519AB07-FA9B-F8A3-1B99-72452DB35A8A;Выбираем препарат для лечения молочницы;;;;;;;;;;
1BBA2E0E-1735-6FBA-1D21-06B577F4297A;Общий наркоз: показания и противопоказания;;;;;;;;;;
D304B275-0AB0-F8BC-4B6F-AFC3255FCA83;Как убрать прыщи в домашних условиях;;;;;;;;;;
820B0823-D3DF-9D37-E9DF-CCF4E69DA66C;Как положить человека в психбольницу;;;;;;;;;;
D91249E4-0597-DD76-B57C-9F3FDF1D0149;Фолликулярная ангина: выбираем лекарство;PtCy6Wl8Ip0;;;;;;;;;
321A14BD-6734-F48D-0AFE-5F73E318F1D7;Протаргол: инструкция по применению;;;;;;;;;;
6C06A419-257D-6C27-C3C0-C2AD4557AE8F;Как бороться с судорогами в ногах;;;;;;;;;;
347A88E6-BB05-33F1-EF3F-3D4B081BF42B;Как облегчить похмелье;rS7t8kLzdWo;;;;;;;;;
D562279A-4E98-DB44-29A9-0C6163A31965;Мукалтин: инструкция по применению;;;;;;;;;;
C6029EA0-CF44-F7FD-BE52-D7AE12C087CA;Как восполнить дефицит кальция;;;;;;;;;;
F133A480-98F2-016A-9B00-1086291CB8A6;Что нужно для ингаляции;;;;;;;;;;
7B6E994C-E939-6B58-3A59-1AA7EC0E54D1;Как решиться на операцию по удалению матки;nCAkFXp098w;;;;;;;;;
238F34CD-17CB-2351-87D9-D31A51401B1A;Иглоукалывание: на пользу или во вред;;;;;;;;;;
F2AB1313-3085-AF6C-1182-A05C347A3772;Как избежать заражения крови при ранении;;;;;;;;;;
7EF67908-3977-91D7-1042-B439B9C4DD65;Лечение ультрафиолетом: показания и противопоказания;;;;;;;;;;
893A2FBB-6FD2-07B6-B926-4896475434A4;Как избавиться от желтого налета на языке;Rz-4we2Ysx4;;;;;;;;;
C0CA9C1C-3EA9-E7B3-FA5B-57065C488AA7;Процесс реабилитации после инсульта;BoJPPKwJ8yU;;;;;;;;;
BC08A366-1EE6-3E8B-E3A8-96B12F327DDB;Поликистоз яичников и беременность;;;;;;;;;;
036CCDED-F8CD-3E0C-3B49-C90502FE8503;Зачем удалять поджелудочную железу;;;;;;;;;;
34F12ABF-76CA-9AD1-591D-C5063EF37EE7;Как быстро снять симптомы аллергии;;;;;;;;;;
CDDBA977-31EE-32C2-49D3-D4A244E2F3B8;Домашние средства от перхоти;ACfvqNN_Cqc;;;;;;;;;
FD6A30D7-8D1A-C4B2-ABE2-376798B3528B;Лечение перхоти;;;;;;;;;;
0B6C8D3C-2A58-ACD5-CF14-81D500422535;Профилактика ангины;7gW618nwvPk;;;;;;;;;
9E9E47DA-6EE6-B8F8-DFAE-984DE3BC4D84;Как снять боль в пояснице;;;;;;;;;;
87500F4A-ED48-B1FB-F32B-6CEB6220E060;Как лечат цистит у кормящих матерей;;;;;;;;;;
662805BB-8067-DA31-41DE-354E2D32B899;Как проходит операция на суставе;a740HOpR8Ac;;;;;;;;;
23B36767-CA7B-E4CD-9E77-2CBD0E9BEC0E;Как растут волосы в 2018 году;N1fV5vl_cGY;;;;;;;;;
50D0CF00-6E3A-0CBB-EC2B-B7A36A136374;Диагностика и лечение трихомониаза;knOY3wf_Ihc;;;;;;;;;
DBB24AEB-DDD0-6415-470F-C7DF9E315945;Как снять мышечную боль после первой тренировки;;;;;;;;;;
AEF703C1-0D09-FA21-EE8A-1C2E9673CBD3;Как решить проблемы с потенцией;idSlXvBrCyw;;;;;;;;;
D1B5EE6E-817D-72D8-B386-9EE97366DF93;Озонотерапия: показания, противопоказания, эффективность;EzpxyOUL-SA;;;;;;;;;
4D6C564E-1337-5641-2732-98EFCBEA4A11;Как бороться с дислексией;T3gWI-Z_HYY;;;;;;;;;
E2BEC94F-DFE0-AC19-EF1E-E5630BC8FE29;Как избавиться от опрелостей под грудью;;;;;;;;;;
914D518C-81FD-7F14-56C0-D157371A43C6;Лучшее средство от прыщей - какое оно? Аналоги &laquoЗинерита&raquo;ftfkq82VNak;;;;;;;;;
7E85D688-3B63-11E1-5D29-BF104BE34161;Опасен ли насморк во время беременности;nhF5mFm5wVg;;;;;;;;;
9E194682-2BF2-5345-F00F-BA5B7EDD5F82;Как избавиться от желудочных спазмов;;;;;;;;;;
9B4582F2-0B48-D50D-70A6-B535DDCFA35A;Как избавиться от нервного покашливания;xvABBMNM6kQ;;;;;;;;;
B50659B2-9E69-D780-9358-68E3E8C6BC3B;Как восстановиться после полостной операции;7Ql8xAAEv38]</li>  </ul>;;;;;;;;;
E55F09FA-6D5C-5D01-859A-A6582E5A398A;Как бороться с ожирением печени;;;;;;;;;;
7654C8E6-EEB2-574E-9ACC-5C47221BC04D;Как делают инстилляцию уретры;;;;;;;;;;
33DFA127-FC0A-00DB-C574-C946583B96AF;Как избавиться от крапивницы;;;;;;;;;;
F339AC0C-D818-66B5-AE45-5D90C6846AE4;Как лечат порок сердца;;;;;;;;;;
FAB76AB0-0208-D173-4AEB-69A1E454D8C8;Как обезболить язву желудка;;;;;;;;;;
F95C2F02-9BAA-F98C-2DAE-21E081E049F1;Как бороться с рефлюксом желудка;mXecVHjBw7s;;;;;;;;;
4847489A-8E1E-822B-842B-B9F49742AC81;Профилактика и лечение гипертонии;;;;;;;;;;
CAD6F0F6-AA46-9099-9455-2E8EAB12EEAC;Как удаляют желчный пузырь в 2018 году;;;;;;;;;;
3FC97BB0-FA63-7AB0-C23C-775131D1901A;Как избавиться от боли в горле при простуде: полоскание йодом;kdnFwa6oAvA;;;;;;;;;
224A68BC-9113-281E-C0A3-2B6C00B55315;Лечение алкогольной зависимости;YVB56f3FpeI;;;;;;;;;
002276C9-2498-564A-33C1-798B8C33C278;Как снять раздражение от бижутерии;;;;;;;;;;
BD189182-5DEF-4AD7-C779-382756DA7B7A;Как бороться с белым налетом на языке;;;;;;;;;;
07389A2B-6C2E-6F13-F586-15F1850000D7;Как подготовиться к лапараскопическому удалению кисты;;;;;;;;;;
DBDEBF95-6A82-C735-9F41-862DDEE78DA6;Как сэкономить на стоматологии, не потеряв в качестве;BVNWagQ11QM;;;;;;;;;
8724E0F0-7ECC-540C-DBDC-728A3084219C;Как происходит удаление родинки;E7npI6MZhpU;;;;;;;;;
3045D13C-266A-0292-3950-996EE23EDCB9;Как отвар шиповника влияет на давление;;;;;;;;;;
1920AD86-8689-0321-242B-5A3880EAF72C;Чем снять спазм в кишечнике;;;;;;;;;;
EF31351B-F822-8868-5C3F-E177A7BB195F;В какие блюда добавить калину, чтобы получить пользу;;;;;;;;;;
3B97AA24-F4A3-5DBB-D542-76E914C6A0C2;Как снизить уровень сахара в крови;w_3GdUDTjqw;;;;;;;;;
53A70E3B-48F1-C423-28B5-6FA11C0D51A8;Как подготовиться к операции по удалению межпозвоночной грыжи;;;;;;;;;;
4CAB1AEA-C8A6-B217-088B-EDE9FAB6495D;Как скрыть следы от ожога;;;;;;;;;;
2136788B-FA45-8B25-6F2F-8C1BBBB7105B;Эффективные методы лечения позвоночной грыжи;m2TI3xdKnZI;;;;;;;;;
12138812-736A-9153-D8C0-4AA84E69DE30;Домашние средства от засосов и синяков;;;;;;;;;;
65826145-616D-8A35-94AF-125E37EC7E28;Как бросить курить: собственный опыт;;;;;;;;;;
4E317AE2-4318-1759-4A8C-50A0193D872F;Русская баня: польза для физического и душевного здоровья;9RE3qm40YfY;;;;;;;;;
25BC1C4E-0D10-DDD5-463D-9DFF261B2F26;Домашние средства от укачивания;a7Lsc2SUDz4;;;;;;;;;
5DB147C3-E7C1-165C-D48D-BAC84316DCAD;Болезни ног и как от них избавиться;;;;;;;;;;
F6122379-3674-1BA4-CB5C-CE0C1062A92E;Как снять опухоль вокруг зуба;;;;;;;;;;
DB881699-05C8-9034-74FE-BE8362E5F844;Можно ли вырывать зуб при флюсе;;;;;;;;;;
022E95FD-A656-7C2B-DB96-74DFE451566A;Как устранить боль в грудине;Lp28nKDjFE0;;;;;;;;;
7CA4DAA7-3EA0-8FB3-67FE-F02695F2B3FE;Как избавится от последствий мини-инсульта;sledu5d-O9c;;;;;;;;;
ABF95642-EA8D-D224-5399-E01A7E2527B8;Какие лекарственные средства назначают при диагнозе Грипп;tSgXzPpvYMY;;;;;;;;;
B8052377-1A1D-BD7B-ADEB-1FB439ED0B0E;Может ли вызвать постинор кровотечение у девушки;U-d4WzKLqqw;;;;;;;;;
92CA4F01-9042-DDA1-366A-946CED263B7E;Паховая грыжа: диагностика и лечение;;;;;;;;;;
8CAFAD3F-6C6F-4BA8-B822-F9C02532B8BB;Как выбрать бронхо-легочный санаторий;;;;;;;;;;
52FE906D-324D-2A48-F8C1-D55481016D2B;Чем стационарное лечение отличается от амбулаторного;;;;;;;;;;
BF054D46-5466-7B5A-BF30-C77A26B349E2;Чем удаляют папилломы в 2018 году;;;;;;;;;;
233EF7C0-E033-0B5C-4084-22580052CF93;Как выбрать лекарственное средство для лечения экземы;W2ot-slOh1Y;;;;;;;;;
5B7B6006-E1B6-450E-9119-57D9D77C6AE1;Лечение простуды в домашних условиях;Fkn4tfFBbhw;;;;;;;;;
BC784F85-4273-0C4D-52CB-F3F658B3EFA3;Домашние средства от шелушения пальцев;;;;;;;;;;
82936ECA-B0AF-A1E3-5BC6-2DBE6B9D32B1;Когда и как часто надо измерять артериальное давление?;;;;;;;;;;
4CBCB566-EB55-8D32-B68C-0CE4D537399F;Как подготовиться к сдаче анализов?;;;;;;;;;;
6F3CF4F4-F9C4-BC2E-03AE-49C53199A008;Как помочь организму при псориазе;;;;;;;;;;
69D3D097-2A20-0795-20F0-5E4BBC50E05A;Как заставить человека бросить курить;;;;;;;;;;
90462680-D32C-DBE8-00B4-2AF231738908;Как просто снять клеща с кожи;;;;;;;;;;
AFECFFB6-1029-D4C6-8A48-6D0E2093F37E;Как избавиться от раздражения под носом при насморке;12zispZUfRA;;;;;;;;;
C2F8CEDE-BA5B-3040-9041-B05E43BE0F7B;Как выводить отложение солей;;;;;;;;;;
4CACD0C2-9803-15BA-AED1-8E084F35021B;Как избавитсья от послеродовых пигментных пятен;;;;;;;;;;
418DF1F0-25F1-2F8D-537A-747EDEB42277;Как выбрать способ лечения от алкоголизма;btD2yy9oeWU;;;;;;;;;
B58FD4DF-A9CE-B63F-A358-8FD85C81A50B;Как избавиться от гранулем;FyQ-E8XCko4;;;;;;;;;
1ACEFC65-9769-9FA9-A2CF-DBF0D87A5731;Как избавиться от хронической молочницы;LNakMBMuPX8;;;;;;;;;
DA1545FC-D0DD-E329-7C50-5C0323ED3D21;Как убрать нефроптоз;mtvClrZXhPM;;;;;;;;;
2F5E216E-A3CC-F741-722C-7D1187F715AF;Остеохондроз: варианты лечения;;;;;;;;;;
B1B91C64-3EA7-F4CD-A98A-7478D2B8C8C5;Лечение ожогов народными средствами;N1-KqJnguvA;;;;;;;;;
3FE8A7F6-AC22-A341-0DDC-E0CDD7A506E6;Безоперационное лечение межпозвоночной грыжи;;;;;;;;;;
3C05FFD6-64E9-9F10-BB56-EB1E6A39B804;Натуральные средства от прыщей;Grm19L3T3J0;;;;;;;;;
3297C802-0ACA-DD1E-0562-AE95153C0DA9;Новшество стоматологии: световые пломбы;;;;;;;;;;
7052436E-8476-70CD-A894-1A434EC046D4;Первая помощь при пищевом отравлении;XfIoms5iWRQ;;;;;;;;;
7DE353DE-4B05-52C5-D417-738E561788A3;Удалить зуб или оставить? Решаем проблему вместе с врачом;;;;;;;;;;
A1A33504-E654-E050-5702-0EEFB7D6FA01;Как клеить перцовый пластырь;FZOVtn78UUo;;;;;;;;;
339CF5DC-300A-1076-5048-14477C0BA573;Как снять отек щеки после удаления зуба мудрости;;;;;;;;;;
36193243-CC05-79A5-5EFE-0AF2F5B06310;Как избавиться от грибка ног;CFMf7yoUa-4;;;;;;;;;
6A039389-CC51-90FA-5586-6945B1202DDC;Что такое УФО крови;;;;;;;;;;
F7E22304-8729-E155-5168-C8DE57F8433C;Как убрать типун;PSV4zzdHgXI;;;;;;;;;
ACA5696A-E5D9-4C59-E58C-9BEA6151226C;Современные методы обезболивания при лечении зубов;;;;;;;;;;
4F2210A7-0B94-D64C-EF47-C265E6FC6223;Как убрать шишку на внутренней стороне бедра;6vMfBCXoNWQ;;;;;;;;;
5746B772-C468-33D2-AEBA-5F1B28EC477B;Как бороться с ночным недержанием;;;;;;;;;;
D7B7B88C-ED16-F6BA-FF4F-C8B2EFAA7A84;Как бороться с аритмией;K-M03BSrJl0;;;;;;;;;
B6EC0CB8-6404-DC59-F379-C1509B6446A6;Как делают химиотерапию;;;;;;;;;;
89B1FCAF-A265-B552-EDFC-34C01780A62A;Чем заправить ингалятор от кашля;;;;;;;;;;
C81D998D-43AA-4F76-360D-E3B7D105BD56;Температура у ребенка: если Нурофен не помогает;;;;;;;;;;
08DBE1C6-A6C2-59B5-A470-2C900A5D74EC;Как помочь себе при головокружении;uQHc5X1VfUI;;;;;;;;;
8024C972-E5FD-E972-13A9-B597CC6CC69E;Натуральные средства против герпеса;;;;;;;;;;
002DEA0B-C0D9-A308-4013-976B88787B8B;Как заклеивать пупочную грыжу;pO0CcDnXPkg;;;;;;;;;
9D9CC227-C0A1-3C64-1DE9-8E46A572AF37;Герпес на губе: как быстро избавиться от проблемы;;;;;;;;;;
4C3AC1AD-238C-28D8-AAF0-8ABC370A7CF9;Домашние средства для уменьшения растяжек;wENG3p5XBCI;;;;;;;;;
B0A894E3-F608-09BC-FEA0-EDA3877DFE9C;Как победить сухой кашель народными средствами;238SBN73bYE;;;;;;;;;
B9C8F2D4-7647-82CE-26B4-3EDB0DEFA6A5;Стоит ли ставить прививки ребенку в роддоме;;;;;;;;;;
50625615-2B2E-4391-D594-E809EEA4D527;Какие продукты могут поднять гемоглобин у ребенка;;;;;;;;;;
5C76D935-F155-E128-BF7E-AE69CE73BBA8;Какие фрукты и овощи понижают давление;MNGpB7b7Cuw ]</li>  <li>Видео: Как лечить высокое давление натуральными средствами [https://www.youtube.com/watch?v=6EQerF4_AyA]</li>  </ul>;;;;;;;;;
F6BEA021-6B62-B944-63B5-8AE2D1ADF093;Способы удаления бородавок;;;;;;;;;;
D06D77B9-7EE2-5507-9F1B-37470037742B;Какие таблетки можно беременным от головной боли;;;;;;;;;;
B673AF03-0274-7069-72E8-31ADE08049D2;Какое слабительное дать грудному ребенку;IxynzYcKk6E;;;;;;;;;
EEA0C20C-E74B-BBF1-A9DB-5D7D86DB526B;Какие травы помогают при изжоге;;;;;;;;;;
9088EB92-6312-547C-6652-4172F599CD3A;Как подпилить зуб;koUN489TzFw;;;;;;;;;
B9A21CFB-3F1A-4EBD-8921-46307ACD0466;Как выбрать зубную щетку по жесткости;D84sBtLY4eY;;;;;;;;;
B642DB84-A5F8-CC8F-AC9B-D9A00EA1AF83;Чем занимается стоматолог-ортопед;;;;;;;;;;
8DC73308-D368-350E-E664-3DB24D828F30;Как улучшить обмен веществ с помощью народных средств;;;;;;;;;;
940ECCD1-7196-5D59-C577-FFFA23E9D900;Какие пломбы для зубов самые лучшие;Pj3Lnpwmqx0;;;;;;;;;
9E21ABD2-9E33-94EC-AAB1-273AB80EF39D;Биопсия - эффективный метод диагностики;2RSIe0uoicA;;;;;;;;;
E832D580-13EE-4101-93AC-EBB0459F1A67;Когда изобретут лекарство от ВИЧ;;;;;;;;;;
1C2BE6E2-3E2A-4BAE-3C31-04E93723FF17;Какие продукты питания предохраняют от рака;;;;;;;;;;
CC642557-D637-0213-1A3D-31D254F8EB33;Лечение трофической язвы народными средствами;atf_k88r8JQ;;;;;;;;;
0E68E8F1-D098-D709-9E43-B75E8C9522E8;Как поднять аппетит взрослому;;;;;;;;;;
B39E8FB3-3698-4186-5F95-EB65AC343DDD;Как принимать Дюфастон чтобы забеременеть;;;;;;;;;;
F04C7840-89C8-6458-722F-1E5C38AB1738;Как сходить по большому при беременности;;;;;;;;;;
14CDCA0F-1DD5-D8AC-EC18-F59C17FF0EDA;Какое мочегонное пить при отеках ног;;;;;;;;;;
F90F0E53-9FE2-29D1-6C94-5E82007BDFFB;Какие антибиотики следует применять при заболевании гайморитом;YD4rmSofzPA;;;;;;;;;
193A8DA9-FD63-0652-E8EC-400776A83BFC;Деликатная проблема: коварная молочница;;;;;;;;;;
16F25919-A69E-7570-6AFE-B302A1164A4E;Аллергический ринит: причины возникновения и методы борьбы;El-sPiTaVNU;;;;;;;;;
4F7FE57A-CBB4-C046-69E5-BE471A21D872;Какие таблетки пить от глистов: обзор;;;;;;;;;;
E0EC310C-5F02-75AF-2D89-B9E0F6EE9285;Как избавиться от зубной боли;;;;;;;;;;
48EAB940-04F4-42A5-50C2-89A7E0DCC5A1;Боль в мышцах: как ее устранить;Rrl4o2Kwm24;;;;;;;;;
E7BE5A43-C708-6237-0A5E-F548FC040A9A;Как оказать доврачебную помощь при термических ожогах;;;;;;;;;;
8FAACAAC-2108-B675-6CA2-ED3902F78015;Молитва в помощь больным раком: история чудесного выздоровления;;;;;;;;;;
155CD823-D27F-77B4-7532-F83D154E8123;Как избавится от отеков во время беременности;;;;;;;;;;
601EC0F1-E9F7-0C4D-BFDA-538694AA23B1;Как применять Клотримазол мужчинам;;;;;;;;;;
62A4524F-E1FB-76D8-478F-73CAEEFD786B;Самые лучшие средства от кашля;_SdDhDTF9EI;;;;;;;;;
14FA985A-BB42-164A-E4C0-F7EC9C6BCD5D;Как растворить камень в мочевом пузыре;;;;;;;;;;
D8B8E094-5269-6DBF-509A-10B6EEAA599E;Домашние средства от запора;hVlQW88fRZk;;;;;;;;;
F40B2026-6324-06CD-4A07-87B6896C1995;Какие таблетки пить при высокой температуре;;;;;;;;;;
A08B9B25-F65E-95F0-2A26-0FE909902259;Какое успокоительное можно пить во время беременности;;;;;;;;;;
010D844E-335B-9525-CB7F-55598972F97A;Как уменьшить боль в ногах в 2018 году;;;;;;;;;;
99D8F9B4-C185-7EEC-839F-21A76132EFDD;Как пить семена льна для очищения печени;;;;;;;;;;
73073F7E-A9D7-2266-9AA6-9F082D51998B;Как лечатся травами;;;;;;;;;;
6DA49011-5518-A953-3943-A327ECADC55F;Как употреблять иван-чай;;;;;;;;;;
971BEB80-0822-5619-658E-3CFCD391B8BB;Как корректировать выпирающую косточку на большом пальце ноги;66xy4-zOH6U;;;;;;;;;
D2814E2E-538E-1D6D-1131-125505D9AE47;Мешки под глазами: причины появления и лечение;eWhf8T0X9VI;;;;;;;;;
6D383A8B-C32C-CCE3-9DDC-710B099AF5C5;Какие последствия бывают у гормональных препаратов;;;;;;;;;;
61C287D4-ECF5-F195-2C37-A7259CB71271;Сколько дней лежат в больнице с аппендицитом;8bTzIXt8UEE;;;;;;;;;
102E8EB6-9609-4418-EBC7-4EB5B4A510D2;Какое лекарство помогает от детского энуреза;;;;;;;;;;
