GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
E5120A69-D412-A816-5CA9-F25F5241656F;Как заварить эхинацею;kak-zavarit-ehinaceyu;5DcQThjT2NY;;;;;;;;;
2579882C-9EA6-A946-2FFB-D01A2384708C;Как снять отек при переломе руки;kak-snyat-otek-pri-perelome-ruki;;;;;;;;;;
3BFFCD55-B8D6-9922-85FA-C9F608E6EDF6;Почему отекают руки;pochemu-otekayut-ruki;;;;;;;;;;
3249E99E-6281-2648-CC8E-0D395BF5D97A;Как избавиться от запора;kak-izbavitsya-ot-zapora;V47AUA8LPt8;;;;;;;;;
190829F9-E470-2FCF-54D9-5FCC5548AEC7;Как лечить насморк алоэ;kak-lechit-nasmork-aloe;;;;;;;;;;
73223BAA-22C6-3001-B3A0-4365C2F8B8F9;Как снять боли с желчного пузыря;kak-snyat-boli-s-zhelchnogo-puzyrya;wsIR6803nMc;;;;;;;;;
8E6A4420-B517-1663-ADF6-6CA93CAE862B;Как уменьшить тягу к алкоголю;kak-umenshit-tyagu-k-alkogolyu;;;;;;;;;;
68A3011A-2AF0-1216-6CF4-146FD70EA6B6;Как лечить артрит пальца ноги;kak-lechit-artrit-palca-nogi;hCGGQET3_Aw;;;;;;;;;
F25EC694-41BB-09FF-B267-2651784707FE;Как лечить артрит стопы;kak-lechit-artrit-stopy;y2hKID6Nf7s;;;;;;;;;
C8B7ABEC-C8A8-326A-6FF4-ECDA8422915F;Как увеличить количество тромбоцитов;kak-uvelichit-kolichestvo-trombocitov;;;;;;;;;;
38677A37-5CB1-EA2A-09AA-D8CC77BCABB6;Как повысить уровень тромбоцитов;kak-povysit-uroven-trombocitov;;;;;;;;;;
EF146E19-D448-AB13-BABF-5A5A6E926194;Что делать, если опухла десна;chto-delat-esli-opuhla-desna;pqIyQV-So-I;;;;;;;;;
F846FE64-1231-E982-106B-5C584BF77FD5;Как принимать спирулину;kak-prinimat-spirulinu;xzvlJlbsMHU;;;;;;;;;
1D99946C-B02D-2925-8FFA-03D1F5F8547D;Как принимать настойку золотого уса;kak-prinimat-nastoyku-zolotogo-usa;;;;;;;;;;
96A50A60-C7C0-3769-09A8-11E648C9BB64;Как успокоить боль в желудке;kak-uspokoit-bol-v-zheludke;;;;;;;;;;
6F3974C5-8CA0-F366-DACF-632F943C4D55;Как снять боли при гастрите;kak-snyat-boli-pri-gastrite;dD3O62bgVPM;;;;;;;;;
E931C217-52F0-2ABF-A2CF-3FB4E97B4105;Какие таблетки помогут от боли в желудке;kakie-tabletki-pomogut-ot-boli-v-zheludke;;;;;;;;;;
865D50F5-4CA3-E2A4-197E-B5CD57A97D2D;Как измерить артериальное давление без тонометра;kak-izmerit-arterialnoe-davlenie-bez-tonometra;;;;;;;;;;
4BE95B75-A399-6D43-4E73-5FBCF9671714;Какое давление у человека считается нормальным;kakoe-davlenie-u-cheloveka-schitaetsya-normalnym;iOj_-rqsK3E;;;;;;;;;
5964A1EA-D268-7F8E-53FB-18FC648B71F2;Как лечить зоб народными средствами;kak-lechit-zob-narodnymi-sredstvami;IeBnsez3G2U;;;;;;;;;
2676C2CF-96AF-A58E-699F-C8B858845123;Как вылечить отит без антибиотиков;kak-vylechit-otit-bez-antibiotikov;B3eJ3wNr7Wc;;;;;;;;;
5918A61B-4954-C103-BB65-2DD92C2B6482;Как снять воспаление зуба;kak-snyat-vospalenie-zuba;;;;;;;;;;
16D51FCD-23BD-EAE9-6EC0-8D98144B86DE;Как почистить кровь народными средствами;kak-pochistit-krov-narodnymi-sredstvami;9OPBv5dqGm0;;;;;;;;;
B9D808BB-8571-8CAE-2E01-5BC73F7EB8CF;Как избавиться от мочевой кислоты;kak-izbavitsya-ot-mochevoy-kisloty;;;;;;;;;;
8A0E5BAC-200E-593B-0C63-B34EA228BE00;Как употреблять скорлупу яиц;kak-upotreblyat-skorlupu-yaic;;;;;;;;;;
4B7C31CD-EAB9-53D2-0749-53CD662BAA90;Как растворить мумие;kak-rastvorit-mumie;;;;;;;;;;
6EF794E7-FF6C-28E7-D093-E279BBD8DFA7;Как приготовить лекарство из алоэ;kak-prigotovit-lekarstvo-iz-aloe;;;;;;;;;;
0D9C6D6A-28E0-3CDC-7FD1-D7582E8658FB;Как избавиться от перегара;kak-izbavitsya-ot-peregara;90rkJyLKCbA;;;;;;;;;
A4AF91EE-B101-0F03-46B8-41D8EF1F1C94;Как определить состояние здоровья по ногтям;kak-opredelit-sostoyanie-zdorovya-po-nogtyam;;;;;;;;;;
93C722C4-7A77-5A15-FC7A-F4B7EAC3F0A0;Как снизить гемоглобин народными средствами в 2018 году;kak-snizit-gemoglobin-narodnymi-sredstvami;;;;;;;;;;
547B3E62-100A-5176-E290-331B881FA83A;Какой должен быть гемоглобин в норме;kakoy-dolzhen-byt-gemoglobin-v-norme;h_uxavmyd-Q;;;;;;;;;
97A857B7-6CF2-3D5D-117A-C9E1B7FC5584;Как лечить синусит народными средствами;kak-lechit-sinusit-narodnymi-sredstvami;FGQAbo0v96U;;;;;;;;;
661CCB02-CAB3-1504-8CD9-43E5223B29E3;Как избавиться от тяги к алкоголю;kak-izbavitsya-ot-tyagi-k-alkogolyu;fYR-wCAQmSA;;;;;;;;;
63454CE7-0FDF-03BA-BFDB-75B4F2AF322A;Как избавиться от наростов на ноге;kak-izbavitsya-ot-narostov-na-noge;Q1j1K6RHKas;;;;;;;;;
886C5964-CCB4-0B40-9873-4FC3F9CFE62B;Как лечить шатающиеся зубы;kak-lechit-shatayushchiesya-zuby;;;;;;;;;;
ACAB8025-A27E-7619-6D67-A0106F78A0D7;Как выгнать песок из почек;kak-vygnat-pesok-iz-pochek;K6gA8K9-bdw;;;;;;;;;
B8F41A72-B0FB-099F-BECD-777107D7183A;Как пить заваренный овес;kak-pit-zavarennyy-oves;;;;;;;;;;
F21D3084-2F82-8D2B-DF5B-6F889F0C9AF6;Как очистить миндалины;kak-ochistit-mindaliny;KSGaT1g-PAA;;;;;;;;;
BE289CB4-8238-4259-CB7B-2B6903ACC664;Как убрать пробки с миндалин;kak-ubrat-probki-s-mindalin;PEKTQryabYk;;;;;;;;;
7C7CB01C-56CF-9FC5-2F4D-482BCA407C73;Как помочь больному при атеросклерозе сосудов головного мозга;kak-pomoch-bolnomu-pri-ateroskleroze-sosudov-golovnogo-mozga;GRLfo58NtxQ;;;;;;;;;
70F9BD39-ABC7-2E96-55A7-72FF7503DB9A;Как лечить сосуды головы;kak-lechit-sosudy-golovy;t3v8-inlvCo;;;;;;;;;
9C4B8AEA-07BE-728F-DF82-E747028C392C;Как избавиться от беременности;kak-izbavitsya-ot-beremennosti;DiV3FOeBB2o;;;;;;;;;
DF08975C-F0F7-2721-608F-CBAD0B94E401;Можно ли в домашних условиях избавиться от беременности;mozhno-li-v-domashnih-usloviyah-izbavitsya-ot-beremennosti;;;;;;;;;;
9AE7D405-1FF5-53F4-6161-60254D6908BA;Как принимать Аконит;kak-prinimat-akonit;;;;;;;;;;
05E757D3-2DD2-58C3-8662-3E7D720F2854;Как проводить лечение гематомы народными средствами;kak-provodit-lechenie-gematomy-narodnymi-sredstvami;wvU4kzMUgQk;;;;;;;;;
EC055BFE-3454-D5AA-1B3A-5358FBA326EC;Как избавиться от звона в ушах;kak-izbavitsya-ot-zvona-v-ushah;;;;;;;;;;
6CE41ACB-DF7A-6C2F-AB34-BCCAE7648AEB;Как лечить эрозивный бульбит;kak-lechit-erozivnyy-bulbit;1a1-JGy1kD8;;;;;;;;;
7AA4BFEC-EE82-9551-E698-4DB022F73F70;Как лечить трещины на пальцах рук;kak-lechit-treshchiny-na-palcah-ruk;R7qsuME7jrs;;;;;;;;;
1AD5C606-D8E6-DEF0-6BE6-BF7BC7BA9CBB;Как сделать препарат для повышения потенции в домашних условиях;kak-sdelat-preparat-dlya-povysheniya-potencii-v-domashnih-usloviyah;;;;;;;;;;
9DEAE6C4-38BE-C6D5-6D21-08D8BDC88176;Как повысить потенцию у мужчин, народные средства;kak-povysit-potenciyu-u-muzhchin-narodnye-sredstva;;;;;;;;;;
E33B1EBD-D8D1-8E31-E92F-8C865F7432F0;В какой позе можно быстро забеременеть;v-kakoy-poze-mozhno-bystro-zaberemenet;b17SqsdwX_8;;;;;;;;;
A1FC06B5-8E81-787E-192D-1B44F3443EFE;Инструкция по применению янтарной и лимонной кислоты;instrukciya-po-primeneniyu-yantarnoy-i-limonnoy-kisloty;;;;;;;;;;
AFE8F2C8-F6C3-DA1E-218D-100D538F1147;Использование пищевой соды;ispolzovanie-pischevoy-sody;gLgKPNFanwQ;;;;;;;;;
7DB68592-E76D-A685-6F3B-D877EF2EFA7A;Как отпугнуть клещей народными средствами;kak-otpugnut-kleschey-narodnymi-sredstvami;;;;;;;;;;
E19903F9-590F-B7C9-2889-8EF8E3C581BF;Зубчик чеснока натощак: миф или панацея;zubchik-chesnoka-natoschak-mif-ili-panaceya;vF9-wkrbQ8c;;;;;;;;;
02164A42-1DC7-81FB-B1D4-8A6B4E7846E8;Как употреблять яйцо с лимоном при сахарном диабете;kak-upotreblyat-yayco-s-limonom-pri-saharnom-diabete;;;;;;;;;;
0114625E-8712-8C5D-101A-0F6E1DA1CF02;Как использовать перекись водорода для отбеливания зубов;kak-ispolzovat-perekis-vodoroda-dlya-otbelivaniya-zubov;;;;;;;;;;
D4B4900A-824C-10B6-8E81-E4C45C9490ED;Как повысить прогестерон без таблеток;kak-povysit-progesteron-bez-tabletok;W71T7kopdlQ;;;;;;;;;
0A9CBBA4-0522-E11A-59FE-2FDECB43F473;Как правильно пить молоко с медом при простуде;kak-pravilno-pit-moloko-s-medom-pri-prostude;;;;;;;;;;
21C11FA7-96DB-C514-FB37-10A8EB188F59;Как снять воспаление почек;kak-snyat-vospalenie-pochek;;;;;;;;;;
C59D623A-CA1A-E056-27C9-2B550D41227F;Как снять боль при межпозвоночной грыже;kak-snyat-bol-pri-mezhpozvonochnoy-gryzhe;;;;;;;;;;
8C132CB2-5A94-60CA-DC93-074285909092;Как быстро избавиться от опухоли;kak-bystro-izbavitsya-ot-opuholi;;;;;;;;;;
B6375425-937F-B9E8-0224-CBEB8B29E74B;Как лечить воспаление толстой кишки;kak-lechit-vospalenie-tolstoy-kishki;GhOu783KiKw;;;;;;;;;
FDE187F3-9621-7EDD-E3D0-3D5BC5FA553C;Как избавиться от мозоли на пальце руки;kak-izbavitsya-ot-mozoli-na-palce-ruki;FNEFH22oalk;;;;;;;;;
3C6B2F60-7B8F-C426-E1CF-E4944A61C946;Как снять зуд и покраснение глаз;kak-snyat-zud-i-pokrasnenie-glaz;kHnePB2nN_Y;;;;;;;;;
E950C299-4638-B68A-1AC3-884BAEBF93F0;Как снять аллергический зуд;kak-snyat-allergicheskiy-zud;;;;;;;;;;
09DE5500-DE9B-D3E0-7007-4796556FF542;Как предотвратить появление ячменя;kak-predotvratit-poyavlenie-yachmenya;bagIz-Arfjc;;;;;;;;;
F7139DFB-3479-6FB5-4415-49A1EF1DFEBE;Как успокоить больной зуб;kak-uspokoit-bolnoy-zub;Shxey6Cuz8I;;;;;;;;;
E6BCEC5B-4098-5095-AFD7-CFD225AF667B;Как восстановить слух после отита;kak-vosstanovit-sluh-posle-otita;;;;;;;;;;
5A53F5C3-FFDC-0C0F-86BA-AA20534FAB3F;Как быстро отрезвить человека;kak-bystro-otrezvit-cheloveka;;;;;;;;;;
D39BE0AE-E250-70F1-0920-E0DDD9E95C55;Как поправиться с помощью народных средств;kak-popravitsya-s-pomoshchyu-narodnyh-sredstv;;;;;;;;;;
F9769C63-394D-6C45-4C49-D1356CFD4478;Как избавиться от боли в коленном суставе;kak-izbavitsya-ot-boli-v-kolennom-sustave;;;;;;;;;;
67F8D22E-96EB-0D81-018D-3F65692F0854;Как убрать жидкость в колене;kak-ubrat-zhidkost-v-kolene;_O6REytvoks;;;;;;;;;
9ADA2E2B-0FEC-087A-E1A7-80D762CA39A0;Как избавиться от кости в горле;kak-izbavitsya-ot-kosti-v-gorle;;;;;;;;;;
166034F9-FAE1-EE38-6017-7421B3C7A0E1;Как обливаться холодной водой;kak-oblivatsya-holodnoy-vodoy;;;;;;;;;;
CEF0F6AB-5CE0-A847-F29C-E50A5A043F82;Как убрать песок из почек;kak-ubrat-pesok-iz-pochek;;;;;;;;;;
A0A5636B-66EB-AF43-612C-B324807FF574;Как избавиться без операции липомы;kak-izbavitsya-bez-operacii-lipomy;;;;;;;;;;
862F70BD-980E-41C6-82A8-A730971741D3;Как вылечить хриплый голос;kak-vylechit-hriplyy-golos;;;;;;;;;;
750381A9-E72A-D6DE-EB60-8304678C4282;Как измерить давление с помощью кольца;kak-izmerit-davlenie-s-pomoshchyu-kolca;;;;;;;;;;
E16FDE6F-5D81-9D33-02E2-69F06CCF79F2;Как избавиться от мозолей на ступнях;kak-izbavitsya-ot-mozoley-na-stupnyah;pBXZqAwe9mU;;;;;;;;;
