GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"49C1778B-1B5C-FD55-C625-C820CC50D416";"Как преодолеть неловкую паузу в разговоре";;"_F0eUJ5Ndjk";"8 способов избежать неловкого молчания на свидании | Mens ...";"http://menspassion.ru/8-sposobov-izbezhat-nelovkogo-molchaniya-na-svidanii/";"Как преодолеть страх и познакомиться с девушкой .... После паузы в разговоре можно забавным голосом сказать что-то вроде «Да уж, это было ...";"Как избежать неловкого молчания в любом разговоре? | В мире ...";"https://flytothesky.ru/kak-izbezhat-nelovkogo-molchaniya-v-lyubom-razgovore/";"21 сен 2017 ... 5 работающих приемов, которые помогут устранить неловкие паузы из ваших разговоров.";"Искусство держать паузу - чем оно поможет вам в жизни - BBC ...";"https://www.bbc.com/russian/vert-cap-41040583";"24 авг 2017 ... В разговоре или на совещании боитесь замолчать хоть ненадолго ... Что в одной культуре выглядит как неловкая или вызывающая недоумение пауза, .... Сделайте паузу, дайте человеку возможность преодолеть ..."
"4F4033D2-4511-6464-B5A5-B8737A95A12D";"Как попросить прощение у подруги";;"DqU28vlOA0Y";"Стихи с извинениями подруге - Стихи о любви";"http://lovefond.ru/stihi/izvineniya/podruge/3.htm";"Подруге чувства я задела. Сказала лишнее, и вот. Между нами — целый мост. И по нему сейчас иду. Чтоб просить прощения. «Прости подруга, что я  ...";"Красивые извинения подруге";"http://love.a-angel.ru/stihi/izvineniya-podruge.html";"... извинения. Теплые слова поспособствуют примирению с любимой подругой. ... Знаю, что виновата перед тобой, но все-таки надеюсь на прощение.";"Как попросить прощения у подруги как красиво попросить ...";"http://inv4you.com/240-kak-poprosit-proshheniya-u-podrugi.html";"Как попросить прощения у подруги. Все женщины очень эмоциональны и этот факт является одной из причин, по которой они намного чаще мужчин ..."
"ADE999DB-257E-279B-DB36-FBB5E2A8333F";"Какими качествами должны обладать настоящие друзья";;"FYXpz-YqzQo";"10 качеств настоящего друга | Selfhacker.ru";"http://selfhacker.ru/2010/09/10-kachestv-nastoyaschego-druga/";"29 сен 2010 ... Честность. Независимо от сложившейся ситуации, настоящие друзья всегда должны оставаться честными по отношению друг к другу.";"10 качеств, которыми должен обладать настоящий друг";"http://uspeh-woman.com/10-kachestv-kotorimi-dolzhen-obladat-nastojazhiy-drug/";"26 июн 2017 ... Так какими качествами должен обладать настоящий друг? какими ... И не только мнениями, настоящие друзья также делят вещи!";"Какими качествами должен обладать настоящий друг? У каждого ...";"http://www.kritika24.ru/page.php%3Fid%3D16600";"19 ноя 2017 ... У каждого из нас есть друзья. автор Итоговое сочинение. ... друзья должны обладать какими-то определёнными качествами, без ... Пьер Безухов, - настоящие друзья, несмотря на различия в возрасте, характере, ..."
"D3930922-3D07-DA13-9E58-AD3E4B7C40BC";"Как утешить друга";;"oKEiYRQaqAQ";"Как утешить человека: верные слова | Passion.ru";"https://www.passion.ru/psy/psihologicheskaya-pomoshch/kak-uteshit-cheloveka-vernye-slova-82454.htm";"15 июн 2014 ... У вашей подруги, друга или малознакомого человека случилось несчастье? Вам хочется поддержать его и утешить, но вы не знаете, ...";"Как правильно утешать - Домашний очаг";"https://www.goodhouse.ru/family_and_children/psihologiya/my-ne-umeem-etogo-delat-ili-kak-uteshit-druga/";"24 ноя 2017 ... вот примеры слов, которыми нас пытаются утешить в трудной ситуации друзья и ... Мы не умеем этого делать или Как утешить друга.";"Как успокоить человека в разных ситуациях?";"http://www.13min.ru/psixologiya/kak-uspokoit-cheloveka-v-raznyx-situaciyax/";"Можно ли найти подходящие слова, чтобы успокоить взволнованного друга или родного человека? Это довольно ответственная миссия, требующая ..."
"262CF967-101C-0330-E90E-1277A343B005";"Как написать первое СМС девушке в 2018 году";;"7GMKq0YUXQc";"Первое СМС девушке: как его написать? | Блог №1 о том, Как ...";"http://romanvinilov.ru/pervoe-sms-devushke-kak-ego-napisat/";"24 фев 2014 ... Написать девушке смс - хороший способ вызвать её внимание и начать с ней активную переписку по смс с целью соблазнения. Советы ...";"Что написать девушке в первом сообщении: примеры из жизни";"http://manlife24.ru/otnosheniya/znakomstvo/v-internete/chto-napisat-devushke-v-pervom-soobshhenie.html";"Но что написать ей в первом сообщении в контакте, чтобы девушка обратила ... Каким должно быть первое сообщение девушке: 3 главных вопроса.";"Переписка с девушкой, примеры | extraMan";"https://extraman.ru/internet-znakomstva-5/";"14 ноя 2016 ... Какой должна быть переписка с девушкой в интернете? Читай и бери на ... Я : где-то год. в реале уже с кем-нибудь встречалась?"
"0D022EF7-3E5B-47A4-F4B1-C4F06A5B67DC";"Как написать письмо в армию другу";;"Syq8B7sMNKQ";"Ответы Mail.Ru: Письмо другу в армию: образец";"https://otvet.mail.ru/question/78385768";"29 июн 2015 ... Здравствуй мой хороший! Когда-то и представить не могла, что буду ловить свободную минутку, чтобы написать письмо любимому. А оно вот как в ...";"Что написать в письме парню в армию? письмо пишу первый раз ...";"https://www.galya.ru/clubs/show.php%3Fid%3D442307/";"Письмо очень хорошему человечку!!! Вот решила написать письмо. А почему бы не написать письмо?» – подумал я и взялся за дело. Что из этого ...";"ПИСЬМО ДРУГУ В АРМИЮ ОТ ПОДРУГИ ОБРАЗЕЦ - Письмо ...";"http://nenavigator.ru/kak-napisat-pismo-v-armiyu-drugu/";"27 фев 2012 ... Ваш друг ушел в армию. И ему очень нужна поддержка. Узнайте, как написать письмо в армию из этой статьи."
"F1576091-0BF5-59BB-ADA3-8E13C881B329";"Если мужчина хочет женщину, он начинает с ней дружить. Почему?";;"57nahmzsanU";"Если мужчина хочет женщину, он начинает с ней дружить ...";"http://www.nlplife.ru/articles/stat/esli-muzhchina-hochet-zhenschinu-on";"Если мужчина хочет женщину, он начинает с ней дружить. Почему?. Молодой человек хочет девушку – обычная ситуация. Но, что он начинает делать?";"Психолог: «Между мужчиной и женщиной дружбы быть не может ...";"http://www.aif.ru/health/mens_health/psiholog_mezhdu_muzhchinoy_i_zhenschinoy_druzhby_byt_ne_mozhet";"30 июл 2013 ... Если женщина свободна, то она в поиске своего молодого ... Начиная общаться с мужчиной, она начинает привыкать к его присутствию. Мужчина так устроен, что он сразу определяется чего он хочет или не хочет от человека. ... Поэтому у неё переход от дружбы к любви может случиться ...";"Мужчина-друг? Или любовь на «горе» - Солнечные руки";"https://www.sun-hands.ru/5muzchina_drug.html";"Конечно, мужчина начинает взрослеть, как по своему календарному ... Он хочет женщину, которая будет рядом с ним, с которой он будет ... даже если он встретит девушку «с горы», то может и не проявить к ней особого интереса. ... Точнее, если мужчина «друг» дружит с женщиной несколько недель или ..."
"5099D16F-EFF8-6D2C-05EF-A0C61B44468F";"Как лучше всего предложить девушке встречаться";;"DLIG59CeYJg";"Как предложить девушке встречаться - фразы в вк, примеры";"http://psihomed.com/kak-predlozhit-devushke-vstrechatsya/";"Вторая ситуация, уже лучше – когда парень с барышней уже друзья. ... Предложив девушке встречаться, парень, скорее всего, услышит, какой он ...";"Как предложить девушке встречаться?";"http://www.pickup.by/kak-predlozhit-devushke-vstrechatsya";"15 сен 2012 ... Познакомившись с девушкой, многие парни задаются вопросом, как предложить ... так как скорее всего девушка не готова не то что с тобой встречаться, ... Не обманывай себя: предложить девушке встречаться не ...";"Как предложить девушке встречаться: метод немого Казановы";"https://www.pickup.ru/blog/soblaznenie/kak-predlozhit-devushke-vstrechatsya-metod-nemogo-kazanovy";"2 авг 2014 ... пикап.ру Как предложить девушке встречаться: метод немого Казановы ... Однако лучше сделать вид, что ты не заметил ее реакции."
"4B968BF7-D217-95A6-1729-C1FE26C9D93B";"Как найти общую тему для разговора";;"jDA4SNbZnUs";"Шесть тем для беседы с малознакомыми людьми - DELFI";"http://rus.delfi.lv/news/daily/lifehack/shest-tem-dlya-besedy-s-maloznakomymi-lyudmi.d%3Fid%3D43019478%26all%3Dtrue";"1 фев 2013 ... ... простое правило, которое поможет найти темы для разговора с ... отсутствие общих детей у Галкина и Пугачевой. Тема, на самом ...";"Как найти общую тему для разговора с девушкой - Сайт о любви";"http://worldlove.ru/article/387-kak-naioti-obshuiu-temu-dlya-razgovora.html";"7 мар 2015 ... Запись в разделе Статьи про Любовь - Как найти общую тему для разговора с девушкой.";"сложно общаться с людьми,заводить тему для разговора - Человек ...";"http://www.psychologies.ru/forum/post/41041/";"17 май 2014 ... Я не могу найти темы для разговора,завязать беседу из-за чего, как ... Выбирайте компанию и собеседников, с которыми у вас общие ..."
"1A1D69E7-1E8A-698B-8A4D-CA907048D6CF";"Как научиться интересно общаться";;"9ryKUqRNPzE";"Как общаться, стать веселым и завести много друзей - wikiHow";"https://ru.wikihow.com/%25D0%25BE%25D0%25B1%25D1%2589%25D0%25B0%25D1%2582%25D1%258C%25D1%2581%25D1%258F,-%25D1%2581%25D1%2582%25D0%25B0%25D1%2582%25D1%258C-%25D0%25B2%25D0%25B5%25D1%2581%25D0%25B5%25D0%25BB%25D1%258B%25D0%25BC-%25D0%25B8-%25D0%25B7%25D0%25B0%25D0%25B2%25D0%25B5%25D1%2581%25D1%2582%25D0%25B8-%25D0%25BC%25D0%25BD%25D0%25BE%25D0%25B3%25D0%25BE-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B7%25D0%25B5%25D0%25B9";"Если им будет интересно, что у вас на душе, они сами будут ближе с вами ... во взаимоотношениях – возможность научиться лучше ладить с людьми.";"Как научиться красиво говорить - пошаговая инструкция";"http://eralady.ru/psycho/lichnost/kak-nauchitsya-govorit-krasivo-i-zavoevat-vnimanie-auditorii.html";"Научиться говорить красиво мечтает каждый человек независимо от его ... ее не откроете, несмотря на то, что сама по себе история очень интересна. .... А если не общаться,а только книги читать и жестикуляцию разрабатывать  ...";"Как научиться говорить правильно и грамотно - wikiGrowth.ru";"https://wikigrowth.ru/razvitie/kak-govorit-pravilno/";"Оказывается, этому можно научиться, придерживаясь нескольких правил. ... встречи, общения с малознакомым человеком или в качестве оскорбления. ... Ему не интересно, когда была основана эта больница, какие врачи здесь ..."
"C7CC8E62-77AA-7767-AE8A-1DAF9912E508";"Как вести себя, если подруга оказалась лесбиянкой";;"Q3sMzWSOAPk";"Что делать если я хочу свою лучшую подругу ... - Женское мнение";"https://zhenskoe-mnenie.ru/themes/love/chto-delat-esli-ia-khochu-svoiu-luchshuiu-podrugu-kak-pravilno-vyrazhat-svoi-chuvstva-i-kak-sebia-vesti-esli-khochesh-svoiu-podrugu/";"13 июл 2016 ... Как правильно выражать свои чувства и как себя вести, если хочешь ... особе, которая оказалась лесбиянкой и посмотреть на реакцию.";"Если подруга оказалась вдруг.... лесбиянкой?(друг ... - Helpster.ru";"http://helpster.ru/page.php%3Fid_n%3D7932";"7 май 2011 ... Если подруга оказалась вдруг.... лесбиянкой?(друг.... гомосексуалистом)? ...... Сейчас по отношению к Вам она ведёт себя по-прежнему.";"Девушка оказалась лесбиянкой - Profbaza";"http://profbaza.ru/antlist/quest-31127.html";"27 мар 2016 ... На вопрос: Девушка оказалась лесбиянкой, отвечают ... Вы представляете, что было бы с вами,если бы она и дальше заливала ... Дело в том,что многим людям с нетрадиционной СО требуется ощущать себя нормальными ,и для .... Что нужно знать и как вести себя при задержании и аресте."
"23BA5112-3BF6-7B14-5C7F-B14E37368E4F";"Что делать, если поссорился с лучшим другом";;"C_uBeG5aMoY";"Как помириться с лучшим другом или подругой - Легкополезно";"https://legkopolezno.ru/tsennosti/druzya-i-obshhenie/kak-pomiritsya-s-luchshim-drugom/";"Что делать, если вы виноваты перед своим лучшим другом или подругой? ... Самое первое, что нужно сделать, если вы поссорились со своими ...";"Как помириться с лучшим другом? | Violeto";"http://violeto.com.ua/kak-pomiritsya-s-luchshim-drugom.html";"5 апр 2014 ... Ссора с лучшим другом это событие, которое непросто пережить, ... Если вы поссорились с близким другом, вам нужно решить, как себя вести ... первым идти на примирение, да и сам этого не хочет делать.";"Ответы@Mail.Ru: Поругался с лучшим другом.";"https://otvet.mail.ru/question/76570334";"Поругался с лучшим другом. Знакомы с ним уже ... Я предложил пойти на турники - делать-то все равно нечего. Пришли, мне было ..."
"FD1540CC-2E74-8470-F755-F00C06000012";"Как начать дружбу";;"#NAME?";"Как начать дружбу Как заводить друзей хороших, верных и ...";"https://www.kakprosto.ru/kak-132857-kak-nachat-druzhbu";"Потребность в дружеском общении у человека очень сильна: социальные связи - это ключ к счастью. Некоторые начинают дружбу с легкостью, другие  ...";"10 секретов крепкой дружбы - VitaMarg.com";"http://www.vitamarg.com/konsultacii/ludi/6274-10-sekretov-krepkoj-druzhby";"3 апр 2016 ... С возрастом человек начинает больше ценить дружбу, и понимает, что по- настоящему верные и близкие люди – это большая редкость ...";"Правила дружбы и сотрудничества: наиболее важные аспекты";"https://legkopolezno.ru/tsennosti/druzya-i-obshhenie/kak-pravilno-druzhit/";"Портал «ЛегкоПолезно» поведает правила дружбы и сотрудничества. ... Как начать дружить и сохранить прекрасные взаимоотношения на долгие годы ..."
"E0EDF07A-EE22-15B1-E19E-56BF1A9D54BF";"Как влиться в новую компанию друзей";;"8BZ32uEvo6s";"Популярен тот, кто умеет быстро влиться в новую группу ...";"https://www.psychologos.ru/articles/view/populyaren-totzpt-kto-umeet-bystro-vlitsya-v-novuyu-gruppu-sverstnikov";"Если ребенку нужно найти новую группу друзей, ему следует ... Чтобы успешно влиться в компанию детей, ребенку определенно стоит также искать ...";"Как стать своим в чужой или новой компании? - ПСИ-МОДЕРН";"https://psymod.ru/psikhologiya-obshcheniya/social/1397-svoy-sredi-chuzhih-kak-stat-svoim-v-novoy-kompanii.html";"... и найти друзей в новой компании недостаточно просто в ней появиться. ... компанию вы, наверняка, стараетесь завязать дружбу с кем-то и влиться в ...";"Ответы@Mail.Ru: Проблема влиться в новую компанию...";"https://otvet.mail.ru/question/53352471";"Проблема влиться в новую компанию... Цветочная фея Ученик (18), закрыт 7 лет назад. У меня у самой друзей нет. Были когда-то..."
"87AC858E-6E0E-5CF2-5B31-8BDC5DA6F834";"Как признаться лучшему другу в любви";;"JdCw81zU670";"Влюбилась в друга, что делать? Мнение мужчины - NameWoman";"http://www.namewoman.ru/on-i-ona/vliubilas-v-druga-mnenie-muzhchini";"Признание в любви своему лучшему другу является большой проблемой, ... образом, вы должны прощупать его чувства, прежде чем признаться в своих.";"Любовь к лучшему другу: стоит ли признаваться в чувствах";"https://yaostrov.ru/archive/6438-lyubov-k-luchshemu-drugu-stoit-li-priznavatsya-v-chuvstvah.html";"16 июн 2018 ... Большинство представительниц прекрасной половины человечества боятся признаться в любви своему другу, потому что не хотят ...";"Признания в любви другу";"http://love.a-angel.ru/stihi/priznaniya-parnju-11.html";"Если друг оказался вдруг… твоим любимым человеком, а ты не знаешь, как признаться в своих чувствах? Трогательные признания в любви другу ..."
"74316E36-B5BB-B193-D35B-805A6391F099";"Дружба с бывшим парнем: возможно ли это?";;"J-wvqOUTvlc";"Дружба с "бывшими": мифы и реальность - Психология ...";"https://iledebeaute.ru/psihologiya/2013/3/27/32446/";"27 мар 2013 ... Если это не банальный эгоизм, то дружба возможна даже в такой ... Как вам кажется, можно дружить с бывшими возлюбленными? ... Рассталась с одним парнем друзьями) были из одной компании и сейчас не ...";"Дружба с «бывшим». Психолог о романах, ревности и любви - АиФ";"http://www.aif.ru/health/psychologic/druzhba_s_byvshim_psiholog_o_romanah_revnosti_i_lyubvi";"30 июл 2013 ... Возможно, это логично в случае, если мужчина и женщина дружили с ... Зачем возвращать дружбу, если вам дискомфортно и мешает ...";"Нужна ли тебе дружба с бывшим - Women's Health";"https://whealth.ru/sex-i-lyubov/nuzhna-li-tebe-druzhba-s-byvshim/";"Начнем с того, что все, конечно, возможно – и дружба с бывшим в том числе. ... «Это как раз тот случай, когда поддерживать хорошие отношения с ..."
"0404F66A-FEF9-6F83-83D6-A3F0F19374BD";"Как из врага сделать друга";;"BHTqh3EtL0Y";"Как сделать своего врага другом - wikiHow";"https://ru.wikihow.com/%25D1%2581%25D0%25B4%25D0%25B5%25D0%25BB%25D0%25B0%25D1%2582%25D1%258C-%25D1%2581%25D0%25B2%25D0%25BE%25D0%25B5%25D0%25B3%25D0%25BE-%25D0%25B2%25D1%2580%25D0%25B0%25D0%25B3%25D0%25B0-%25D0%25B4%25D1%2580%25D1%2583%25D0%25B3%25D0%25BE%25D0%25BC";"Как сделать своего врага другом. У каждого из нас в детстве ... не меняются. Вот несколько советов, которые помогут вам из врага сделать своего друга.";"Афоризмы про врагов";"http://aphorismos.ru/animosity/2.php";"Лучший способ избавиться от врага - сделать его другом. (Генрих ... Легко превратить друга во врага, трудно превратить врага в друга. (Бауржан ...";"Ответы@Mail.Ru: Превратить врага в друга, это возможно?)";"https://otvet.mail.ru/question/42237114";"Превратить врага в друга, это возможно?) ... Тогда это будет лучший друг. ... Постараться сделать так, чтобы он зависил от Вас.."
