GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
632A35E9-1C14-893A-AB2D-3A76E797ADC9;Как наносить блёстки на гель;kak-nanosit-blyostki-na-gel;WMPk9GPxzNQ;;;;;;;;;
0D1F65AD-0FBC-D410-9BD3-F2F1B96BAB2E;Как рисовать акрилом на ногтях;kak-risovat-akrilom-na-nogtyah;;;;;;;;;;
46122BDA-AD6B-AE06-2579-7945E7D0C324;Как выровнять ногти;kak-vyrovnyat-nogti;lbTiPqNRIyc;;;;;;;;;
6E1E30B0-0003-2CAD-44AD-BA93F32A23E5;Как сделать квадратные ногти;kak-sdelat-kvadratnye-nogti;_TcoTtDBO38;;;;;;;;;
921EB341-47F6-2E20-7566-77F9817BF95F;Как снять нарощенные ногти;kak-snyat-naroshchennye-nogti;;;;;;;;;;
054B52B6-6646-B90F-473B-C833F3463AD9;Как можно красиво накрасить ногти в 2018 году;kak-mozhno-krasivo-nakrasit-nogti;;;;;;;;;;
89DF9D4C-6B41-B52B-2981-E30F2384B255;Как делать коррекцию нарощенных ногтей гелем;kak-delat-korrekciyu-naroshchennyh-nogtey-gelem;Q6390a7aBL8;;;;;;;;;
5965CA16-3C38-96EB-8FA3-6EDA6EE285A3;Как срезать кутикулу;kak-srezat-kutikulu;2u9IUOS24Tk;;;;;;;;;
6CC1AB6A-3B51-9F5B-902F-AA9A3DB1A217;Как выбрать лампу для наращивания ногтей;kak-vybrat-lampu-dlya-narashchivaniya-nogtey;;;;;;;;;;
1F61B617-1D1A-6DCE-0680-3DC802B9DB89;Почему быстро растут ногти;pochemu-bystro-rastut-nogti;ZIRlnmHRCgE;;;;;;;;;
6E874DD3-AA45-0558-F88B-D40E21D194CB;Как рисовать лаком на ногтях в 2018 году;kak-risovat-lakom-na-nogtyah;;;;;;;;;;
DB3FF102-EC0E-35A6-4B98-8F5AD64571B5;Как сделать френч блестками;kak-sdelat-french-blestkami;WFPuB31JEcE;;;;;;;;;
BE76D39B-ED26-FC9C-33CA-FE9C50593BE5;Как точить ногти;kak-tochit-nogti;GhiPtjVWXhE;;;;;;;;;
3DACE9A2-F410-5268-AE56-3E03E140F96B;Как красить ногти на ногах;kak-krasit-nogti-na-nogah;;;;;;;;;;
5C9D4A67-314D-BA19-BFDB-7336250FDB18;Как сделать самим узор на ногтях;kak-sdelat-samim-uzor-na-nogtyah;NoP3cL-Xvfo;;;;;;;;;
B4CDC83A-1043-DD5D-FDDC-359F010E3945;Как восстановить ногтевую пластину;kak-vosstanovit-nogtevuyu-plastinu;;;;;;;;;;
39D9FF94-2A81-8AF4-CD9A-5EB93F3A0CDF;Лечение ломких ногтей;lechenie-lomkih-nogtey;;;;;;;;;;
243516E7-B946-3939-3A56-2F5AF09D18ED;Как наращивать ногти на ногах;kak-narashchivat-nogti-na-nogah;EvlY0jHDEaI;;;;;;;;;
D1911ADF-4F9E-C1E0-C9B2-2EAFE64F3259;Как придать ногтям правильную форму;kak-pridat-nogtyam-pravilnuyu-formu;;;;;;;;;;
8271AF24-E695-06C9-EB91-2BFA91181D0A;Как наращивать френч на типсах;kak-narashchivat-french-na-tipsah;SQ2x8XDcwHU;;;;;;;;;
2230A58A-C3D3-C9F0-BBA4-A63BA08D61AE;Как нанести стразы на ногти;kak-nanesti-strazy-na-nogti;;;;;;;;;;
68587704-F64D-A30E-4620-1D2E4CD1E410;Как избавиться от вросших ногтей на ногах;kak-izbavitsya-ot-vrosshih-nogtey-na-nogah;PsBcnNWuJnk;;;;;;;;;
9C315E0A-2AF0-6F5A-5377-DFCCE2B0BA00;Как обработать ногти;kak-obrabotat-nogti;;;;;;;;;;
FA363C12-B175-F186-17A8-3A65DFB18966;Как использовать гель для ногтей;kak-ispolzovat-gel-dlya-nogtey;HVETYFF-lTg;;;;;;;;;
54223425-E1D6-511F-B9D7-07AB5B5E031C;Как удалить лак;kak-udalit-lak;;;;;;;;;;
B65C761D-FB41-DEFA-5046-CDBEB8E46D56;Как привести ногти в порядок;kak-privesti-nogti-v-poryadok;;;;;;;;;;
FD68229A-EF44-2ECF-1F93-26FB2CFA8142;Как делать лепку на ногтях;kak-delat-lepku-na-nogtyah;#NAME?;;;;;;;;;
08E83997-66B1-C9C5-3797-D21840E66A3B;Как сделать свадебный дизайн ногтей;kak-sdelat-svadebnyy-dizayn-nogtey;8_pfWKRvHss;;;;;;;;;
BB56DE2E-7A53-0E50-0900-7E333772D266;Как разрисовывать ногти;kak-razrisovyvat-nogti;J9vjOe65JR0;;;;;;;;;
1B38D419-B0C6-D7E0-88C1-9C63F72FF67D;Как удлинить короткие ногти;kak-udlinit-korotkie-nogti;cKyJkmSMQYo;;;;;;;;;
06F4F998-D5DE-95FF-A706-00AC35DEF51F;Чем развести загустевший лак для ногтей;chem-razvesti-zagustevshiy-lak-dlya-nogtey;2a-Q522yvnE;;;;;;;;;
DFB6B4E1-DDC4-1B77-21D2-6D61D87BA5CB;Чем стереть лак с ногтей, если нет жидкости для снятия;chem-steret-lak-s-nogtey-esli-net-zhidkosti-dlya-snyatiya-;;;;;;;;;;
B1F18DBE-B0C3-8A8B-6DC9-90A29B1D8BE5;Как быстро снять гель-лак дома;kak-bystro-snyat-gel-lak-doma;;;;;;;;;;
44754ACD-FDC0-236E-2BF6-67DBC5109F28;Как клеить наклейки на ногти;kak-kleit-nakleyki-na-nogti;;;;;;;;;;
E1C348F8-1E58-4096-D95D-590398869364;Как дезинфицировать инструменты для маникюра/педикюра;kak-dezinficirovat-instrumenty-dlya-manikyurapedikyura;;;;;;;;;;
E7753713-5A6D-737F-D5E7-528983F40FE5;Что такое однофазный гель;chto-takoe-odnofaznyy-gel;;;;;;;;;;
AB2ACC35-06F4-D81D-D8CF-F3E479797C81;Можно ли шеллак совмещать с биогелем;mozhno-li-shellak-sovmeschat-s-biogelem;U4l3MtaEdP4;;;;;;;;;
03FE4984-5A9C-58C6-5A9A-5FF22FD93FC0;Секреты крепких ногтей;sekrety-krepkih-nogtey;;;;;;;;;;
B1A0D9BC-8A2A-20DD-2940-B03499AB720C;Какой врач лечит ногти;kakoy-vrach-lechit-nogti;;;;;;;;;;
4C55FAF6-AE07-017F-1464-BFF3C73C4C8F;Отбеливание ногтей в домашних условиях;otbelivanie-nogtey-v-domashnih-usloviyah;qAOwNwbA3zQ;;;;;;;;;
474D01E7-FC16-1907-3F9E-00E3C8898748;Как снять гель-лак дома;kak-snyat-gel-lak-doma;;;;;;;;;;
4FE40252-462A-E44E-C1D2-E0D32BE12D50;Что нужно есть для роста ногтей;chto-nuzhno-est-dlya-rosta-nogtey;3atRxHAyvDU;;;;;;;;;
1D9C11C7-2EE8-A0BE-ACC8-250AA1028749;Как подобрать цвет лака для ногтей;kak-podobrat-cvet-laka-dlya-nogtey;;;;;;;;;;
C29E37D9-FD09-D717-9835-71EDC52E0572;Как сделать, чтобы лак на ногтях держался дольше;kak-sdelat-chtoby-lak-na-nogtyah-derzhalsya-dolshe;;;;;;;;;;
32986B43-1BCE-3972-008B-413B92DB7EAF;Как отрастить длинные и крепкие ногти;kak-otrastit-dlinnye-i-krepkie-nogti;k-q62Osp0u4;;;;;;;;;
D53A2C6D-7D78-565E-412E-5A85779390CD;Как высушить лак на ногтях;kak-vysushit-lak-na-nogtyah;;;;;;;;;;
97CBAC79-FB56-9308-5D16-32FFA6381B7B;Как научиться делать дизайн на ногтях;kak-nauchitsya-delat-dizayn-na-nogtyah;JfMo2DjpSjA;;;;;;;;;
D0D65939-541E-4D39-2308-29A4151BBD0B;Как пользоваться станком для педикюра;kak-polzovatsya-stankom-dlya-pedikyura-;;;;;;;;;;
2E99BEF5-8613-713D-ABCF-6160631F71DD;Как убрать грязь под ногтями;kak-ubrat-gryaz-pod-nogtyami;;;;;;;;;;
9B284145-BCC6-2CE8-C5CE-E5D756E50CD6;Как нарисовать на ногтях рисунки с фото;kak-narisovat-na-nogtyah-risunki-s-foto;;;;;;;;;;
369E9F13-F9EA-4476-BAFB-A8B19656A074;Как лечить расслоение ногтей;kak-lechit-rassloenie-nogtey;;;;;;;;;;
89BA6DFC-D224-1B97-8AAE-A261268CB22F;Как избавиться от привычки грызть ногти;kak-izbavitsya-ot-privychki-gryzt-nogti;KlI98seZBLI;;;;;;;;;
A124E019-ABF4-6501-6452-AF2F619E1253;Как снять биогель с ногтей;kak-snyat-biogel-s-nogtey;;;;;;;;;;
56DD0AA2-A920-1E07-E015-9C4B4DC44B5C;Как делать гелевые ногти в 2018 году;kak-delat-gelevye-nogti;;;;;;;;;;
42A275DB-21B3-515A-D293-BE4E6CCAF7ED;Портит ли шеллак ногти;portit-li-shellak-nogti;;;;;;;;;;
51B5F9A7-DB4A-AABD-0433-94CF2D35EDBB;Как научиться делать маникюр;kak-nauchitsya-delat-manikyur;JoMb7epqeLc;;;;;;;;;
B22204DF-E45D-97EE-1438-ABCD57D56942;Как сделать красивый маникюр/педикюр с помощью иголки;kak-sdelat-krasivyy-manikyurpedikyur-s-pomoshchyu-igolki;;;;;;;;;;
E099D5FA-1018-D1C7-5D7F-E9BAB28C5B19;Лампа для шеллака: лучшие модели сезона;lampa-dlya-shellaka-luchshie-modeli-sezona;;;;;;;;;;
6F19A3AC-A36B-9DB1-6422-3D776A93284A;Как отбелить желтые ногти после лака;kak-otbelit-zheltye-nogti-posle-laka;;;;;;;;;;
6BD7349C-7D92-C729-179C-BB639A96BEB4;Как приклеить ногти;kak-prikleit-nogti;;;;;;;;;;
ECD47818-0953-4CE5-1789-D4D18433B74B;Как склеить ноготь;kak-skleit-nogot;;;;;;;;;;
B03253A5-9AB7-C780-CD91-96E09764D696;Как сделать аквариум на ногтях;kak-sdelat-akvarium-na-nogtyah;MimF7UjXd-s;;;;;;;;;
191797D4-C836-3B01-2ECB-E56473C6373A;Как изменить форму ногтей;kak-izmenit-formu-nogtey;;;;;;;;;;
18548F13-C7F1-37D2-73E4-D033C86E93D2;Как сделать ногти твердыми;kak-sdelat-nogti-tverdymi;w3VIU-XIGxo;;;;;;;;;
9F26438E-E97B-A286-3E06-436964691E31;Как отрастить здоровые ногти;kak-otrastit-zdorovye-nogti;k-q62Osp0u4;;;;;;;;;
4CE7E3EB-D0F1-3651-0DE0-74FCB040A55B;Как сделать леопардовый узор на ногтях;kak-sdelat-leopardovyy-uzor-na-nogtyah;56cGQcjEFPA;;;;;;;;;
758C3471-E1BD-DD94-C12F-4C6B6B8B5B52;Как клеить на ногти стразы;kak-kleit-na-nogti-strazy;;;;;;;;;;
16066B23-F5B3-9D11-2338-59F50967DE84;Как нарисовать бантик на ногтях;kak-narisovat-bantik-na-nogtyah;_M5CFAJLcnE;;;;;;;;;
39F6C02A-3664-EC36-5095-8A331E41EAAC;Как ухаживать за кутикулой ногтей;kak-uhazhivat-za-kutikuloy-nogtey;;;;;;;;;;
B905AE31-7420-1ECB-3E6F-FDD3D74712DB;Как пользоваться карандашом для французского маникюра;kak-polzovatsya-karandashom-dlya-francuzskogo-manikyura;5pIddFUPsUY;;;;;;;;;
E30CE87F-0651-1DFB-4C3E-BC7BECFB88E1;Как высушить гель без лампы;kak-vysushit-gel-bez-lampy;;;;;;;;;;
0CBDBDE4-C8BE-8453-717B-7C545BECE9F8;Как выбрать стерилизатор для маникюрных инструментов;kak-vybrat-sterilizator-dlya-manikyurnyh-instrumentov;E0d847RUqNY;;;;;;;;;
58836B8C-7FE5-8FC9-1B68-E344CE672D5F;Как нарисовать арбуз в маникюре на ногтях;kak-narisovat-arbuz-v-manikyure-na-nogtyah;;;;;;;;;;
A3F979E7-41CA-0EBA-3519-76EB8B64F257;Как восстановить ногти после шеллака;kak-vosstanovit-nogti-posle-shellaka;fhSOlQBv8mo;;;;;;;;;
376916C3-BDE4-AC07-2BC2-08B5324A3CAB;Как отполировать ногти;kak-otpolirovat-nogti;phhpmk7wbto;;;;;;;;;
3EFCAAB1-D14A-7FF1-DA1C-535A21C02D3D;Как свести ноготь;kak-svesti-nogot;;;;;;;;;;
B1017BB4-6640-C263-8768-B8F5E051D005;Как очистить ногти от лака;kak-ochistit-nogti-ot-laka;;;;;;;;;;
AA1ED7B6-FD04-FB0E-102D-69B125C80CE0;Как сделать красивый маникюр с пальмами;kak-sdelat-krasivyy-manikyur-s-palmami;0ibTsujyq-s;;;;;;;;;
79DCDB8F-49A8-6270-A6AD-81357E6F49B8;Как делать ванночки для ногтей;kak-delat-vannochki-dlya-nogtey;FfZ5647w6_E;;;;;;;;;
EBBDE5A2-040B-42F8-8768-CA8ADCEDCA89;Как правильно рисовать дотсом;kak-pravilno-risovat-dotsom;jKDXni9-ABI;;;;;;;;;
F4C03D9A-058F-0FCB-9069-3B4D4B519348;Как нарисовать звездное небо в маникюре;kak-narisovat-zvezdnoe-nebo-v-manikyure;;;;;;;;;;
B81B90EA-E8B9-45EE-0077-C9798D8EC7CA;Дизайн ногтей: фиолетовый маникюр;dizayn-nogtey-fioletovyy-manikyur;;;;;;;;;;
2FF13AF8-94B9-17C7-BEF7-A458AA0D6F85;Как заставить ногти расти;kak-zastavit-nogti-rasti;4ApVf_1JpAs;;;;;;;;;
6DB14CC3-4EC2-0E1F-09BF-501C79E4B950;Как нарисовать орхидеи на ногтях самой;kak-narisovat-orhidei-na-nogtyah-samoy;FfAspIz0BYo;;;;;;;;;
41D43E80-6685-7225-5CE0-D62053B50310;Как сделать ажурный френч дома самой;kak-sdelat-azhurnyy-french-doma-samoy;;;;;;;;;;
91390999-7E66-9B99-CFBA-277DC46D87EE;Как делать фотодизайн на ногтях;kak-delat-fotodizayn-na-nogtyah;hufStvKbSbA;;;;;;;;;
39D7F371-911F-A196-9587-9EDF7CBF1C02;Как выбрать маникюрный набор;kak-vybrat-manikyurnyy-nabor;PuZjqnjAvKQ;;;;;;;;;
2EBFBCED-FC43-7F82-8AE5-42BDF28D34E1;Как декорировать ногти;kak-dekorirovat-nogti;J9il-SrMAK8;;;;;;;;;
A6FEE4DA-BE93-689E-2B37-A19EE1F5626F;Как нарисовать сердечко на ногтях;kak-narisovat-serdechko-na-nogtyah;4P9W8nLbfzw;;;;;;;;;
F99A93DC-E766-402B-9BAB-56CBB0A09ACD;Как пользоваться маслом для кутикулы;kak-polzovatsya-maslom-dlya-kutikuly;;;;;;;;;;
AB071C21-F910-6FA0-60CA-26F2DDDB71E4;Как делать аппаратный маникюр;kak-delat-apparatnyy-manikyur;;;;;;;;;;
8C9551FD-96D3-6A2A-44DB-7F1C7624140C;Как нарисовать на ногтях поцелуй;kak-narisovat-na-nogtyah-poceluy-;;;;;;;;;;
08B337DA-D86E-ED15-9CED-7BF1C9E70ACE;Как сделать френч наоборот;kak-sdelat-french-naoborot;jBAdBD0d_o0;;;;;;;;;
923328D5-1FED-C1D5-2DDA-196DBF2905BF;Как отклеить ногти;kak-otkleit-nogti;;;;;;;;;;
3D62C388-825D-6510-4FB8-4F0D8F2104EC;Как нарисовать цветы на ногтях;kak-narisovat-cvety-na-nogtyah;TlWixs_GjtE;;;;;;;;;
7B225CE6-CFF2-1C71-3D71-8F28ABC8AB95;Как сделать маникюр и педикюр с золотыми бульонками;kak-sdelat-manikyur-i-pedikyur-s-zolotymi-bulonkami;;;;;;;;;;
CFD62A6A-C7C7-E301-5D0D-77B8858646CE;Как сделать арбузный маникюр;kak-sdelat-nogti-v-forme-arbuza-v-manikyure;;;;;;;;;;
7522A48F-2AB3-DEDF-5114-F8E9D04CF763;"Как сделать маникюр &quot;Мраморные разводы&quot;";kak-sdelat-manikyur-mramornye-razvody;;;;;;;;;;
FCEAC9D0-819D-D04F-8F19-58ACE545535A;Маникюр в коричневых тонах;manikyur-v-korichnevyh-tonah;9l2997GPyAw;;;;;;;;;
ECA5976E-9AE3-6A68-665C-C8E318C239A8;Как обрезать ногти;kak-obrezat-nogti;;;;;;;;;;
9F250001-7951-94B7-5FA7-8421F1937F4A;Маникюр на 14 февраля;manikyur-na-14-fevralya;APeZQ3xJH1I;;;;;;;;;
A264A29F-DF74-3221-D43A-6C9546B9DD3E;Как делать рисунки на ногтях;kak-delat-risunki-na-nogtyah;2adl0oalRRg;;;;;;;;;
44476F51-5241-0E7E-DB0B-64180CCD8132;Как нарисовать маки на ногтях;kak-narisovat-maki-na-nogtyah;;;;;;;;;;
ACB19EE9-A72B-37D1-BEEB-6B714E3B2788;Как сделать профессиональный педикюр в домашних условиях;kak-sdelat-professionalnyy-pedikyur-v-domashnih-usloviyah;;;;;;;;;;
82072735-9D9F-6ABE-6853-AF04848D0C28;Как улучшить рост ногтей;kak-uluchshit-rost-nogtey;;;;;;;;;;
AF72B3B1-2094-91B9-3AC7-7390D80F312E;Как накрасить ногти на Новый год;kak-nakrasit-nogti-na-novyy-god;;;;;;;;;;
EF15FA15-6D9D-6944-B7BA-0243611C66AE;Как нарисовать бабочку на ногтях;kak-narisovat-babochku-na-nogtyah-;;;;;;;;;;
379D5DAC-F140-581E-E0BF-0A313C9190A6;Как убрать вросший ноготь;kak-ubrat-vrosshiy-nogot;PsBcnNWuJnk;;;;;;;;;
CB58A39D-DED5-FD4E-340F-6C821BD1DEDE;Как укрепить ногти с помощью ванночек;kak-ukrepit-nogti-s-pomoschyu-vannochek;BAsDRrME-aw;;;;;;;;;
9A33E7C6-8C7C-F491-3851-9AC2A801EDDD;Как рисовать на ногтях ручкой;kak-risovat-na-nogtyah-ruchkoy;;;;;;;;;;
9ADB5982-80EC-ADF7-1402-E0770E9B5E3B;Как наносить лак на ногти;kak-nanosit-lak-na-nogti;;;;;;;;;;
D341957B-8A3C-A310-3AF9-F53DFF1C045E;Как оформить ногти;kak-oformit-nogti;;;;;;;;;;
2970C927-B5E1-10AA-53F8-02CC0322DDCC;Как сделать маникюр с нарисованной морковкой;kak-sdelat-manikyur-s-narisovannoy-morkovkoy;Ad4wxmH6o90;;;;;;;;;
017D9ACE-051A-5EB0-B756-996EB194B365;Что такое экспресс маникюр;chto-takoe-ekspress-manikyur-;;;;;;;;;;
52965F7B-F47E-E511-2CFF-B9EF10A274A8;Как улучшить состояние ногтей;kak-uluchshit-sostoyanie-nogtey;uL4uSJxQugY;;;;;;;;;
975F9EFB-1B4B-F23D-5604-71182A14AC9D;Как нарисовать гигантский глаз в маникюре;kak-narisovat-gigantskiy-glaz-v-manikyure;;;;;;;;;;
038FE369-6A4A-6378-8A41-CD0630B88772;Как выбрать аппарат для маникюра;kak-vybrat-apparat-dlya-manikyura;jjnN6nb-0pA;;;;;;;;;
8F4BFB7F-1112-AC6D-8DA6-970A52D6A246;Делаем мятный маникюр;delaem-myatnyy-manikyur;;;;;;;;;;
24A5288B-D34E-4D18-43C7-8EB54533555A;Как сделать необычный маникюр в стиле 80-х;kak-sdelat-neobychnyy-manikyur-v-stile-80-h;;;;;;;;;;
15F4C01E-8D70-5BA9-A0C1-71FE9510AB06;Как научиться делать педикюр;kak-nauchitsya-delat-pedikyur;;;;;;;;;;
929D5B46-C428-EECA-46D3-67291A59A7D8;Как смягчить кожу кутикулы ногтя;kak-smyagchit-kozhu-kutikuly-nogtya-;;;;;;;;;;
7C6AB95E-D8FE-EA64-E1F2-10365B87EDBF;Как сделать салонный маникюр в домашних условиях;kak-sdelat-salonnyy-manikyur-v-domashnih-usloviyah;;;;;;;;;;
F8343C46-95FE-86CB-BD7A-E4E9EF8B0D50;Правила пользования профессиональными средствами для удаления кутикулы;pravila-polzovaniya-professionalnymi-sredstvami-dlya-udaleniya-kutikuly;;;;;;;;;;
DA2B117E-F181-48B3-DA47-89CF0043E415;Как сделать роспись ногтей;kak-sdelat-rospis-nogtey;;;;;;;;;;
E869A64C-CA45-EAE2-75A5-93B6254E9B88;Как делать французский маникюр в домашних условиях;kak-delat-francuzskiy-manikyur-v-domashnih-usloviyah;RwgRupKdQ-o;;;;;;;;;
E76D5783-EB83-FFF1-CAA5-4134BA2EF57F;Как сделать аппаратный маникюр;kak-sdelat-apparatnyy-manikyur;;;;;;;;;;
76261EDA-9EB2-39C6-2DC6-6B274BD28ADE;Как делать коррекцию нарощенных ногтей;kak-delat-korrekciyu-naroshchennyh-nogtey;;;;;;;;;;
12422B31-FFBD-A7F5-F22D-266E6D9BF290;Как научиться наращивать ногти гелем;kak-nauchitsya-narashchivat-nogti-gelem;tq2mDGPBWOw;;;;;;;;;
8BA19FEC-181A-12A1-845A-47CE8424FCDD;Как нарисовать пирожное на ногтях;kak-narisovat-pirozhnoe-na-nogtyah-;;;;;;;;;;
17359B7F-2493-00F9-BA31-47FF4B9CF6CA;Роскошная тенденция – жидкий камень на ногтях;roskoshnaya-tendenciya---zhidkiy-kamen-na-nogtyah-;;;;;;;;;;
90D2F8EB-3E15-0D0C-3464-66780A67DF7B;Как сделать маникюр омбре;kak-sdelat-manikyur-ombre;;;;;;;;;;
491DA168-D747-97AD-8EF1-D07F23F2718C;Как укрепить ногти;kak-ukrepit-nogti;BAsDRrME-aw;;;;;;;;;
9AF8A166-8427-4C44-A66B-45832D502871;Как быстро высушить лак для ногтей;kak-bystro-vysushit-lak-dlya-nogtey;;;;;;;;;;
4FE79663-E187-051B-A256-D7CBF2838210;Волнистые ногти на руках: норма или патология?;volnistye-nogti-na-rukah-norma-ili-patologiya;BgMtCOSyevU;;;;;;;;;
95237718-A555-B535-A9DA-DA37071368A1;Как удлинить ногтевое ложе;kak-udlinit-nogtevoe-lozhe;;;;;;;;;;
CE4D6D00-ECF4-61EA-A87C-E767F8C830CB;Где хранить лаки для ногтей;gde-hranit-laki-dlya-nogtey;2a-Q522yvnE;;;;;;;;;
1119F6C7-1A54-E612-D9D3-6F60FED32212;Как накладывать биогель;kak-nakladyvat-biogel;X0LKZbxqigc;;;;;;;;;
848AB541-7D11-FF10-6774-572682C45960;Как пользоваться слайдерами для дизайна ногтей;kak-polzovatsya-slayderami-dlya-dizayna-nogtey;;;;;;;;;;
2342ED57-3322-2AB0-6E9D-8F6A85C28C96;Как нарисовать сакуру на ногтях;kak-narisovat-sakuru-na-nogtyah-;;;;;;;;;;
86E086F7-0D8B-F11D-DEC0-0E23E091F5A8;Чем растворить засохший лак;chem-rastvorit-zasohshiy-lak-;;;;;;;;;;
5973DE66-FDEC-7105-9DDB-731AA65A5A8C;Как нарисовать карандаш в маникюре;kak-narisovat-karandash-v-manikyure;JJheJ2JULGo;;;;;;;;;
21098B25-9A8D-4991-9CDC-460404C78140;Как наклеивать наклейки на ногти;kak-nakleivat-nakleyki-na-nogti;;;;;;;;;;
AEBE9FF6-8E33-2393-BF9F-075B2947FD39;Как нарастить ногти гелем;kak-narastit-nogti-gelem;;;;;;;;;;
8886DE34-8D5B-C986-8D60-12BC54C71AFE;Как покрыть ногти шеллаком в домашних условиях;kak-pokryt-nogti-shellakom-v-domashnih-usloviyah;U4l3MtaEdP4;;;;;;;;;
F01609D1-A925-6477-0DD7-75275C926E33;Как нанести акрил на ногти;kak-nanesti-akril-na-nogti;;;;;;;;;;
6F0A31E7-C428-F62E-6F9A-CBF7BDE22AA4;Как сделать нейл арт;kak-sdelat-neyl-art;LjWIcCzw6sw;;;;;;;;;
192F4E4A-BB04-237B-EE84-ED160B460C18;Как отбелить ногти;kak-otbelit-nogti;;;;;;;;;;
6554D4ED-7D1A-9B4D-9E22-098BE9191247;Как вылечить желтые ногти;kak-vylechit-zheltye-nogti;;;;;;;;;;
F1926999-ADF7-8705-14A0-CA72D5F40CEA;Как сделать красивый маникюр в 2018 году;kak-sdelat-krasivyy-manikyur;;;;;;;;;;
6F0A6D09-CFF2-0317-9310-138322ECC7FA;Жидкость для снятия гель-лака: нюансы использования;zhidkost-dlya-snyatiya-gel-laka-nyuansy-ispolzovaniya-;;;;;;;;;;
ACBEF6C5-5A69-B255-2905-51896560FCCE;Как накрасить ногти разными цветами;kak-nakrasit-nogti-raznymi-cvetami;;;;;;;;;;
64B02D66-5F06-B41B-FE25-EEBDE5D6F477;Как сделать маникюр на коротких ногтях в домашних условиях;kak-sdelat-manikyur-na-korotkih-nogtyah-v-domashnih-usloviyah;;;;;;;;;;
DD487B7D-8447-9664-D201-A515293EA4DC;Как разбавить лак;kak-razbavit-lak;;;;;;;;;;
3C08B594-8912-271D-BB07-ED6C4AE2D0B2;Как нужно делать маникюр;kak-nuzhno-delat-manikyur;pUIrilHjIxw;;;;;;;;;
B790ABE4-2CEA-8721-7151-4778F60F301F;Как сделать цветок на ногтях;kak-sdelat-cvetok-na-nogtyah;X-ZvZ7iECqg;;;;;;;;;
9B94FE17-13F4-5E99-5AD2-337CC4AC0B14;Как снять акриловые ногти в домашних условиях;kak-snyat-akrilovye-nogti-v-domashnih-usloviyah;;;;;;;;;;
