GUID идентификатор элемента;Название элемента;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
599733CB-3A25-B08C-CADB-1823D824FBBE;Что делать, если от зуба остался только корень;h0zl5UL2pJ8;;;;;;;;;
57FD880F-3151-71C6-AA0A-EAF4666F36D5;Что делать, если что-то попало в глаз;;;;;;;;;;
11B20F4D-2688-C0C7-A9D2-C653D4AC2DA6;Что делать при ожоге пальца;ukVs_ujP-Tg;;;;;;;;;
7B6F5684-EA82-EB12-4F97-84BABECD4F95;Как сделать водочный компресс;;;;;;;;;;
034D0974-0CAF-F6C2-8A55-4569F4657AA3;Что делать, если болит вена на ноге;;;;;;;;;;
8D3D067C-1405-8377-D388-6AABA49D2645;Что делать, если после сдачи крови лопнула вена;SvR5hWO67Ug;;;;;;;;;
07602583-1D95-7491-2C04-48F81A7FADCB;Что делать, если на большом пальце ноги отходит ноготь;;;;;;;;;;
0C636307-B9AF-BC09-2709-D46E825B9335;Что делать, если заложило и болит ухо;;;;;;;;;;
D23F4813-E692-A5D0-12D4-A2AFCCF5ABB7;Что делать, если появилась сухость во влагалище;;;;;;;;;;
79B0A9C7-20AF-26AB-23D9-04D60244ABC4;Что делать, если проглотил осколок;;;;;;;;;;
16E66457-3B54-1F69-A404-ECF0D2C5A02A;Как делать лепешку от кашля;J1GYni4qBJs;;;;;;;;;
4982EB80-EE7E-027A-6450-A650E2EB7E26;Что делать, если на половом члене появился синяк;;;;;;;;;;
31E9D9A5-3CFE-1459-4A14-113B4A602E86;Что делать, когда сильно отекает тело;;;;;;;;;;
B7A6C372-D6A5-9EFE-B48B-F870741B2A20;Что делать, если почернела десна;;;;;;;;;;
4907FAF5-8101-885A-4983-74897FDD0CAC;Что делать, если отморозил пальцы рук;xmj9b1ohGoc;;;;;;;;;
2993A6BB-6B92-DD71-07D0-5106C0B4B4E1;Сильная боль в горле при глотании: что делать;;;;;;;;;;
4DB6555A-2ABE-C1BA-37EC-5A2627195990;Что делать, если в ухе серная пробка;dybiUnB99Uk;;;;;;;;;
B19BCF13-A088-7FF0-7D79-016581D3641B;Что делать, если в горле вскочили пузырьки;;;;;;;;;;
C2D8403C-E2FE-A3F6-1F5B-1064D1D6765C;Чем можно делать ингаляции при аденоидах;;;;;;;;;;
F845D3F4-E7AD-791D-8075-E49819FB3E31;Что делать, если сильно распухла верхняя губа;;;;;;;;;;
1AC66D9A-46F6-C415-3D25-29A31694BC4A;Что делать, если поцарапал кот;;;;;;;;;;
D915DA89-84F3-920D-C10D-E514A3247F96;Что делать при рези в животе;;;;;;;;;;
28C9D304-DA0A-CBBF-D14C-2B9AEE140482;Что делать, если першит в горле и сухой кашель;;;;;;;;;;
E3980BE3-E6A7-6F56-1059-79151BB1A5E5;Что делать, если при температуре болит голова;;;;;;;;;;
A088A3A2-9B9B-4F5F-4D79-87062D7581BA;Что делать, если в мочке уха появился шарик;;;;;;;;;;
E490D246-65C2-46B4-3C64-867FC68DB94C;Что делать, если ноготь на ноге оторвался?;;;;;;;;;;
68EE5604-19AF-E520-9AEA-704FDD81E99F;Что делать, когда замирает сердце;;;;;;;;;;
2F00340F-9938-211F-AB63-E6DD2A38C334;Что делать, когда колет сердце;JSF46a6JBng;;;;;;;;;
CEF890CE-5CBE-3821-7E25-89CE322C3CB8;Можно ли делать ингаляцию при ангине;;;;;;;;;;
DF5DBE99-D2DB-5EE8-0F82-258A99C16949;Что делать при сухом кашле;;;;;;;;;;
774D872D-3042-7A11-1285-53B1769B1329;Что делать, если текут слезы при простуде;;;;;;;;;;
0695726D-98B8-C292-59D6-A381936A97D3;Что делать, если уже месяц не проходит кашель;;;;;;;;;;
EFC055E3-6996-373B-884D-DFBEAA6333C1;Как самому себе сделать укол в попу;;;;;;;;;;
43032A56-014B-ED60-AD7B-2328A2EEB495;Что делать, если болит сердце;;;;;;;;;;
21609A71-D841-12B8-4522-5CCED642F347;Что делать, когда врачи не могут поставить диагноз;;;;;;;;;;
24DB9AD5-2F94-A60B-59BE-B733B75DA9BB;Что делать, если сердце ноет;;;;;;;;;;
0CA58865-13DC-9BFA-2E40-CA3299DF41E6;Что делать, если заложило ухо;;;;;;;;;;
EC99BA75-4E5A-FE7D-F74F-6B2A3AFDBFF1;Что делать, если откололся зуб;;;;;;;;;;
6F2E6CDA-70F3-F326-3502-46FE5C6F032C;Что делать при тепловом ударе;;;;;;;;;;
672B6ECC-4E57-B2B2-52CC-17CE431CCF77;Что делать, если болят голосовые связки;WuHfH1Xw9pY;;;;;;;;;
4026627F-CDFD-4322-8455-1FF13C80D84E;Что делать при отравлении угарным газом;;;;;;;;;;
1C66C32F-C339-CEF8-8B7F-56F29DF65C4B;Что делать, если ребенок хрипит;;;;;;;;;;
E9D6F9AC-9363-318C-A4EA-700EFC40838C;Что делать, если порвалась уздечка на члене;;;;;;;;;;
F183E902-DDAD-EEC7-FF29-3C66C4CE56B3;Что делать, если растет косточка на ноге;qWscDaIiDIk;;;;;;;;;
D94383E6-86DF-6D49-1FFB-5F06115E1F2C;Как сделать кровь гуще;#NAME?;;;;;;;;;
782EC6BE-1764-9240-3956-695F7524D382;Что делать, если долго болит сердце;;;;;;;;;;
8BB84BAB-3EF2-7DB3-458F-9047E1E0837E;Что делать, если гноится десна;;;;;;;;;;
EC85E622-E3D9-B527-21AD-AF46801D4A1F;Что делать, если сильный кашель ночью: первая помощь при ларингите;;;;;;;;;;
899E255C-8774-5419-5055-FCA8D151EF44;Что делать, если плохо работает желудок;;;;;;;;;;
15ACE3CC-8BE3-F98E-5F4C-8A5350B1240B;Запор у кормящей мамы: что делать;;;;;;;;;;
257FAF70-D4BF-83EA-5002-F08C6FA121F3;Как делать спринцевание содой;;;;;;;;;;
995366A8-2B7D-5DD7-5D2A-7173D7C060E9;Что делать, если на копчике появилась шишка;;;;;;;;;;
698DDC39-D88F-BB1E-EF3A-A470A33F80BC;Что делать, если болит колено при ходьбе по лестнице;;;;;;;;;;
9DD74874-6CD6-FF55-D580-281A662C67A0;Токсикоз при беременности: что делать;;;;;;;;;;
516E54E3-8473-05DC-7947-6CD9CECAF7B9;Что делать, если выпала временная пломба;;;;;;;;;;
95EDC021-16A8-BC0C-1A5D-C4EB6279BF14;Что делать, если у новорожденного начал гноиться пупок;;;;;;;;;;
DEE20380-734E-F434-6889-61A8C18D79BF;Что делать, если рана нагноилась;;;;;;;;;;
1BA610FE-6370-3190-503A-F2AFECB2A5AA;Что делать, если болит грудная мышца;;;;;;;;;;
47026DCF-99E1-0AD7-CC5D-673CE8781ABE;Что делать, чтобы не было камней в почках;Rq32w6KtBJc;;;;;;;;;
59F4DD0A-C5D3-7052-0EF3-6F94AF406847;Что делать, если простыл;cMXre1YHYI8;;;;;;;;;
196BA04B-F383-B017-93A6-2FB193C3B7A3;Что делать, если увеличена матка;;;;;;;;;;
AF400C5E-7DDA-25C9-2A2E-BA89510DCD5E;Повышенное нижнее давление: что делать;;;;;;;;;;
54131128-E602-11DC-1C69-C2F2E63B3091;Как сделать газоотводную трубку;guLkvI5Ro_E;;;;;;;;;
FEB854EA-B864-893C-87DB-C4C15319D439;Что делать, если постоянно тошнит;;;;;;;;;;
1D860342-06F6-56D9-E948-5583B66958DA;Что делать, если в ухе стреляет;;;;;;;;;;
75BB592C-3C41-406D-2A2A-BB36868557DC;Что делать, если на губе вскочила язва;;;;;;;;;;
41209AB9-2610-80C4-D4A0-C3E6599E4DBB;Как сделать согревающий компресс;;;;;;;;;;
B03EDECD-0CC4-957F-7EEB-EF6F2B1B45F1;Что делать, если заложены уши;;;;;;;;;;
38A5ACB9-6952-54AB-7EA8-A40F5AC36625;Что делать, если при ожоге появился пузырь;;;;;;;;;;
68040BE6-B067-D47B-CAF6-0CA09A89159B;Что делать, когда ноет сердце;JSF46a6JBng]</li>  </ul>;;;;;;;;;
73EDF88A-B064-16A4-377F-9FF7853C1550;Что делать при искривлении позвоночника;;;;;;;;;;
918C8B85-A371-3A03-31DF-445136D4F10D;Что делать, если заложен нос;;;;;;;;;;
001D58C2-33A4-47FB-EF54-41273FBEC48B;Что делать, если сильно болит горло;;;;;;;;;;
51147125-28A9-C3A8-4482-F2EC5346814E;Как делать укол в ягодицу внутримышечно;95HgJKmPPFw;;;;;;;;;
E51B903B-014A-6A09-8943-0ACB7EDFDA63;Что делать, если на локтях и коленях появилась сыпь;;;;;;;;;;
9DBDD999-AE38-9C00-14CA-5F5CF07CA456;Что делать, если часто болеешь;;;;;;;;;;
80CC1732-B6AA-70E6-CED2-E9D8DCB3355D;Как сделать компресс новорожденному;;;;;;;;;;
426875C1-01CF-D554-FC82-337B9DC143A8;Делать ли аборт - аргументы за и против;;;;;;;;;;
B7B36213-3E7D-D0C5-9BAC-3C682048F8CC;Что делать при сильной боли в пояснице;;;;;;;;;;
A29C975A-4750-0439-FD98-DC1801654DC2;Что делать при судороге икроножных мышц;aLr_YNTQ3wQ;;;;;;;;;
341FB880-267A-42A1-1998-7D802D0FE960;Что делать, если разболелся зуб;;;;;;;;;;
64FA6E5D-B355-F662-B63B-DC1B5934A550;Что делать, если болит челюсть;Z0TbamC5TZY;;;;;;;;;
773CF5F5-967C-6404-EAF0-30AD158C34E9;Кому нельзя делать прививку от гриппа;V3edhEm-Ve4;;;;;;;;;
AD765578-5C0D-2A05-67D5-F8351C7C76ED;Что делать, если дергается глаз;;;;;;;;;;
59A38EA6-BA6C-DD80-4410-6FBF88A135BB;Что делать, если насморк не проходит две недели;;;;;;;;;;
8897654C-6737-F44B-938C-733DDE71572E;Борщевик: что делать при ожоге;;;;;;;;;;
8127C66E-47F4-E653-D0F8-2522D6270B34;Как делать массаж слезного канала;;;;;;;;;;
0516720B-82EE-DF6D-DA36-D6734536031F;Что делать при резких болях в животе;;;;;;;;;;
AFDB4C8E-42A8-C9AB-4693-6C7E73AB7937;Что делать, если икаешь?;;;;;;;;;;
6AC60E58-451E-FAF9-C28C-EC55C3EA276D;Что делать, если потянул шею;;;;;;;;;;
E40362E7-5F27-DEF0-3AA8-8F1CABC6EAAF;Как сделать так, чтобы зубы стали ровными;;;;;;;;;;
46CB9B5D-BE8E-D8E9-1868-718E69D38B2C;Как сделать горчичники;;;;;;;;;;
78BFF147-B3CE-1D95-72FD-CD0901B52D1F;Что делать при растяжении связок;;;;;;;;;;
83DA2689-4A80-3408-C536-6534703C5EEF;Что делать, если у мужчины в паху появились покраснения;;;;;;;;;;
767E28DA-6475-22B1-DC0D-6A7289E44333;Что делать при первых симптомах проявления бронхита;GCNsH6wfrLI;;;;;;;;;
58458780-DD18-08B9-2E43-73418C73B2F0;Как делать гинекологический массаж;kTUgrCAz0Jo;;;;;;;;;
C4C93226-4A3F-0068-CAB2-BA8F35B9AD59;Солнечный ожог, что делать и чем лечить;9j8XYSzx6d0;;;;;;;;;
AD4E0362-895B-8466-B6C6-EF2AC1A7A8D9;Как сделать прогревание уха;a9kyvUOehXw;;;;;;;;;
AEC7EDE5-94B1-FC12-0E02-5AA31DC29078;Что делать, если укусила оса;;;;;;;;;;
0A4EA8F2-0D57-DFC6-73BC-DA9F5D8E0548;Что делать, если отекают веки после сна;;;;;;;;;;
B87DC9F4-5BED-A755-41FF-3BE7DA4B0F8A;Зубная боль. Что делать?;bdjWOxtec-s;;;;;;;;;
21BC9502-4D82-E2C2-11B1-F534B36990B8;Что делать при поносе;;;;;;;;;;
B7E6CB2E-C5D6-1DD4-5D4B-2066AE1C3300;Что делать с фурункулом;;;;;;;;;;
1A871DFC-89CE-6644-55A3-A047C127587A;Как делать масаж простаты;z_8R0NpJFws;;;;;;;;;
807F92F6-0895-C9E8-F078-8CF71BD39EB8;Что делать в случае задержки месячных;;;;;;;;;;
CBFC126D-2FAA-4417-E50D-38202CE51D06;Что делать, если вскочил прыщ в ухе;;;;;;;;;;
C9A78B79-E928-C122-EAA7-2373D4FD69B6;Когда делать прививку от гриппа;eJLiBoXOFZI;;;;;;;;;
FD9BC648-577E-18B1-5753-18F11DF22C6E;Как сделать компресс на колени;;;;;;;;;;
769BDE4B-F9AA-1612-4C51-EEE0E5C131DA;Что делать, если защемило нерв в пояснице;ZlUKSdcDYZ0;;;;;;;;;
79B1F95E-5A22-09CF-49D4-6A9634FEB4A9;Что делать, если болит грудь;pwa7sZ6eJm4;;;;;;;;;
5B4D387F-D48E-9DDB-922E-9210F60F3D23;Что делать при обильных месячных;NLd0QAh3348;;;;;;;;;
8FE01F1A-51E9-AB77-623A-22F75DE4F142;Как делать ватно-марлевую повязку;pcK1qbxe0J8;;;;;;;;;
C9A105C8-8186-E927-B47D-1E8FEA9167D8;Как при бронхите делать массаж;#NAME?;;;;;;;;;
7008139F-6C11-7C20-20B1-104C765FAB70;Что делать при укусе клеща;;;;;;;;;;
435539F9-EF72-5AB5-4973-A8389F316A20;Что делать, если начал заболевать;;;;;;;;;;
A050DE69-F425-5396-1FA1-13C91FF3DF87;Что делать, если долго болит голова;aesrjRJxoto;;;;;;;;;
61D1C7B5-9B5A-431D-2262-6B9CFDEBFF0D;Что делать, если сильно болит поясница и кости ног;Hp9rchKpdXU;;;;;;;;;
0C423C9A-721D-0378-90A9-7247A61906BF;Что делать, если ребенок отравился;YrqHHTmrR6Y;;;;;;;;;
D4DA2E79-6CC5-9E99-98EB-9ABDFD64D5A0;Что делать если лопнул сосуд на ноге;B9JOI_veQUw;;;;;;;;;
31D5C420-AD01-702F-F14B-CC43438E1ACF;Как сделать пластику влагалища;;;;;;;;;;
DD89FB32-842D-B6EE-7BD9-FF248C4C9E05;Что делать, если болит колено;grOCx6lHEgo;;;;;;;;;
6D8EEC51-578F-27A6-C2C9-2616009362D5;Продуло глаз: что делать?;;;;;;;;;;
163E1053-1151-B9E9-067D-FC01D55B532F;Как делать новокаиновую блокаду;;;;;;;;;;
7E6BDD67-AE99-4F29-D89F-BAD1EE85D23C;Что делать при рвоте;#NAME?;;;;;;;;;
D7956426-B24D-E2C7-A092-AF3F4E8C8C19;Что делать если ночью заболел зуб;;;;;;;;;;
7D0BD2A9-3DF5-CFC3-2800-B6CD6BA9D79F;Что делать при покалывании во всем теле;pGjoy7UoMvM;;;;;;;;;
C4A33B72-CDA4-A405-3789-50FA0CB710F1;Как нужно делать литическую смесь;#NAME?;;;;;;;;;
FC75A685-A181-0C59-F0E4-97471CB8C11B;Что делать при легком обморожении лица у ребенка;;;;;;;;;;
5AD49C96-2EA7-52C0-38CB-CCC863574953;Что делать при солнечном ударе;;;;;;;;;;
7E2517B9-1935-AFBD-86C8-6EB63D96FC1E;Что делать, если болит желудок;;;;;;;;;;
791FB67E-A6C5-9AD8-6978-B5CDDC4F80D6;Что делать с алоэ;A7sFvQmSPmE;;;;;;;;;
B4B733B9-467F-9A93-61B6-4737D60D4F40;Что делать, если постоянно заложен нос;;;;;;;;;;
5BE6A086-370E-F30F-86B4-27B738E6EAB2;Что делать, если ребенок ударился головой;KsasT4tzlBw;;;;;;;;;
5A90FD58-7206-5A1D-FAF8-C80765618FC3;Что делать, если облазит кожа на пальцах рук;;;;;;;;;;
4B39455A-35F7-493C-83B2-BB851688A8F8;Что делать, если подвернул ногу;RjQhcO6-3IM;;;;;;;;;
3C8659DC-4122-F26C-CFDE-053A15A52896;Через какое время после родов можно делать лазерную коррекцию зрения;;;;;;;;;;
62C196A3-2EED-5312-5902-FEC37610B707;Что делать, если лопнула язва;;;;;;;;;;
6AEAC004-A04C-EEA3-5865-51F41E716099;Что делать, если зуб качается;;;;;;;;;;
2462E772-314D-2CDA-5312-DBE0124952AB;Что делать, если шатаются зубы;;;;;;;;;;
302A2269-7FEF-A26D-687A-91DD2FC27080;Как сделать ингалятор;iLlKHS_Qjvo;;;;;;;;;
8089627A-6270-7DDE-BA23-BE00B8267604;Что делать при простуде;Hj3rJO0N_iA;;;;;;;;;
4C31610B-B28A-05AD-0F5E-F0078779D8FC;Что делать при отравлении лекарством;NdO00KkZFxw;;;;;;;;;
F0E95FCD-AE8E-992F-3DBE-40F35B7CD4D9;Что делать, если человек пьет;1JBLq7PWuUs;;;;;;;;;
F3D66BF5-A139-0B03-FE3A-BEE4D5D2992E;Как сделать таблицу для проверки зрения дома;QSiZbvT3W8c;;;;;;;;;
427003A1-2D06-7821-E9C4-D79C71A509B5;Что делать, если боли в горле при ОРВИ;;;;;;;;;;
8748236A-DA2B-137B-975C-0ABF4F9AB957;Нужно ли делать операцию по удалению катаракты;;;;;;;;;;
D4B7A202-2B7A-AE2C-673C-513AB307FAD8;Что делать при разрыве связок коленного сустава;;;;;;;;;;
38AECA4E-A723-705E-FD2C-3580365D7A83;Что делать, если у ребенка редкий стул;;;;;;;;;;
BFDA0E94-402E-0C8F-CBDB-709560C645BB;Как делать массаж при грыже позвоночника;cpuaQUcDwJk;;;;;;;;;
6D1E75D5-257E-1FCE-1C5B-332983D591A6;Что делать при сотрясении мозга;;;;;;;;;;
CEDB8E42-E959-E9B8-6044-DA5CC4C3FB72;Что делать, если болит копчик;;;;;;;;;;
14A44AB8-35AB-EC54-3DBA-6181CAADB509;Что делать для повышения давления;Icod1aG-MVQ;;;;;;;;;
5BCFD1EC-89FE-BE29-AFC8-616FC2F01432;Как делать массаж груди при мастопатии;;;;;;;;;;
7586B622-88D4-7381-C5B6-AA9910A66978;Что делать, если после пореза на стопе появилась шишка;;;;;;;;;;
F98D5799-AE87-E71A-636B-388EB0480308;Как правильно делать ингаляцию при простуде;7Z3J3SoYe7I;;;;;;;;;
BBFAFF43-7055-7310-3722-D30CAA71D222;Что делать, если ребенок проглотил монету;21Re-z1O-f8;;;;;;;;;
85BE34B9-0076-D4AD-6573-6640FD28109B;Что делать, если колени хрустят;;;;;;;;;;
9318E877-5326-5AF7-3023-5CA6A6F1AC7E;Что делать при депрессии;;;;;;;;;;
72792638-9BBD-53EC-748D-B87A79F8F8D3;Что делать при сильном ожоге паром;;;;;;;;;;
06D669F7-0D10-DF75-CBB7-370C54AF5F14;Что делать при ревматоидном артрите суставов;GQ2VWAUASlo;;;;;;;;;
5267C3C8-04C8-F835-4552-F44C1FC2D5AB;Запоры при беременности: что делать;;;;;;;;;;
35BDE49E-7E22-0212-C50B-C5685A8BBB22;Что нужно делать, если отравился едой;;;;;;;;;;
860FCF75-5326-60CE-4055-A82F3DF04119;Что нужно делать, чтобы не заболеть зимой;;;;;;;;;;
C5DC3FBD-19CA-4B82-0D53-9884F5634BF1;Что делать при артрите суставов;;;;;;;;;;
1BAE8327-CB64-7C3A-16D9-91D08311D441;Что делать, если случился солнечный удар;;;;;;;;;;
F9FD427F-1988-4937-0B52-3069967E83EB;Что нужно делать, чтобы ребенок не подавился;;;;;;;;;;
FDF08573-902F-E14A-53EB-A613EBA0A5C7;Что делать при открытом ранении;;;;;;;;;;
066C1C9D-5D9E-2077-AF08-981395DF4724;Что делать, если болят глаза от чтения на ПК;;;;;;;;;;
382CEA21-E3CD-A050-FF2B-79DB6D804AE4;Что делать после случайной половой связи;IGYaFRngnGU;;;;;;;;;
2E8B12B6-4A33-22F2-CBC0-43D43CEFCF78;Что делать при отслойке плодного яйца;fOzDMe5M6xw;;;;;;;;;
